チーム,アシストした選手,アシストされた選手,回数,チーム内順位
アルバルク東京,田中 大貴,アレックス・カーク,74,1
アルバルク東京,安藤 誓哉,アレックス・カーク,47,2
アルバルク東京,安藤 誓哉,田中 大貴,31,3
アルバルク東京,田中 大貴,ケビン・ジョーンズ,30,4
アルバルク東京,菊地 祥平,アレックス・カーク,27,5
アルバルク東京,安藤 誓哉,ミラン・マチュワン,23,6
アルバルク東京,田中 大貴,竹内 譲次,19,7
アルバルク東京,安藤 誓哉,竹内 譲次,17,8
アルバルク東京,田中 大貴,ミラン・マチュワン,17,9
アルバルク東京,安藤 誓哉,須田 侑太郎,16,10
アルバルク東京,田中 大貴,安藤 誓哉,15,11
アルバルク東京,安藤 誓哉,ケビン・ジョーンズ,14,12
アルバルク東京,菊地 祥平,竹内 譲次,14,13
アルバルク東京,ミラン・マチュワン,アレックス・カーク,13,14
アルバルク東京,ミラン・マチュワン,須田 侑太郎,13,15
アルバルク東京,正中 岳城,アレックス・カーク,13,16
アルバルク東京,ケビン・ジョーンズ,須田 侑太郎,12,17
アルバルク東京,安藤 誓哉,菊地 祥平,12,18
アルバルク東京,菊地 祥平,ケビン・ジョーンズ,12,19
アルバルク東京,菊地 祥平,安藤 誓哉,11,20
アルバルク東京,須田 侑太郎,アレックス・カーク,11,21
アルバルク東京,正中 岳城,ミラン・マチュワン,11,22
アルバルク東京,竹内 譲次,安藤 誓哉,11,23
アルバルク東京,アレックス・カーク,菊地 祥平,10,24
アルバルク東京,竹内 譲次,アレックス・カーク,10,25
アルバルク東京,アレックス・カーク,竹内 譲次,9,26
アルバルク東京,安藤 誓哉,ザック・バランスキー,9,27
アルバルク東京,須田 侑太郎,ミラン・マチュワン,9,28
アルバルク東京,正中 岳城,ケビン・ジョーンズ,9,29
アルバルク東京,田中 大貴,菊地 祥平,9,30
アルバルク東京,アレックス・カーク,ケビン・ジョーンズ,8,31
アルバルク東京,菊地 祥平,ミラン・マチュワン,8,32
アルバルク東京,菊地 祥平,田中 大貴,8,33
アルバルク東京,正中 岳城,竹内 譲次,8,34
アルバルク東京,アレックス・カーク,田中 大貴,7,35
アルバルク東京,ケビン・ジョーンズ,アレックス・カーク,7,36
アルバルク東京,ケビン・ジョーンズ,安藤 誓哉,7,37
アルバルク東京,ザック・バランスキー,ケビン・ジョーンズ,7,38
アルバルク東京,須田 侑太郎,ケビン・ジョーンズ,7,39
アルバルク東京,正中 岳城,須田 侑太郎,7,40
アルバルク東京,津山 尚大,ケビン・ジョーンズ,7,41
アルバルク東京,田中 大貴,ザック・バランスキー,7,42
アルバルク東京,アレックス・カーク,安藤 誓哉,6,43
アルバルク東京,アレックス・カーク,須田 侑太郎,6,44
アルバルク東京,ミラン・マチュワン,安藤 誓哉,6,45
アルバルク東京,小島 元基,アレックス・カーク,6,46
アルバルク東京,アレックス・カーク,ミラン・マチュワン,5,47
アルバルク東京,ケビン・ジョーンズ,田中 大貴,5,48
アルバルク東京,ザック・バランスキー,アレックス・カーク,5,49
アルバルク東京,竹内 譲次,田中 大貴,5,50
アルバルク東京,田中 大貴,正中 岳城,5,51
アルバルク東京,ミラン・マチュワン,ケビン・ジョーンズ,4,52
アルバルク東京,ミラン・マチュワン,竹内 譲次,4,53
アルバルク東京,正中 岳城,ザック・バランスキー,4,54
アルバルク東京,竹内 譲次,菊地 祥平,4,55
アルバルク東京,竹内 譲次,正中 岳城,4,56
アルバルク東京,津山 尚大,ザック・バランスキー,4,57
アルバルク東京,田中 大貴,須田 侑太郎,4,58
アルバルク東京,アレックス・カーク,小島 元基,3,59
アルバルク東京,ケビン・ジョーンズ,菊地 祥平,3,60
アルバルク東京,ケビン・ジョーンズ,正中 岳城,3,61
アルバルク東京,ケビン・ジョーンズ,津山 尚大,3,62
アルバルク東京,ザック・バランスキー,ミラン・マチュワン,3,63
アルバルク東京,ミラン・マチュワン,ザック・バランスキー,3,64
アルバルク東京,ミラン・マチュワン,田中 大貴,3,65
アルバルク東京,須田 侑太郎,ザック・バランスキー,3,66
アルバルク東京,須田 侑太郎,竹内 譲次,3,67
アルバルク東京,須田 侑太郎,田中 大貴,3,68
アルバルク東京,正中 岳城,田中 大貴,3,69
アルバルク東京,竹内 譲次,ケビン・ジョーンズ,3,70
アルバルク東京,竹内 譲次,ミラン・マチュワン,3,71
アルバルク東京,竹内 譲次,須田 侑太郎,3,72
アルバルク東京,津山 尚大,アレックス・カーク,3,73
アルバルク東京,アレックス・カーク,正中 岳城,2,74
アルバルク東京,ケビン・ジョーンズ,ザック・バランスキー,2,75
アルバルク東京,ザック・バランスキー,安藤 誓哉,2,76
アルバルク東京,ザック・バランスキー,須田 侑太郎,2,77
アルバルク東京,ザック・バランスキー,竹内 譲次,2,78
アルバルク東京,ザック・バランスキー,田中 大貴,2,79
アルバルク東京,ミラン・マチュワン,正中 岳城,2,80
アルバルク東京,安藤 誓哉,正中 岳城,2,81
アルバルク東京,菊地 祥平,正中 岳城,2,82
アルバルク東京,須田 侑太郎,安藤 誓哉,2,83
アルバルク東京,竹内 譲次,ザック・バランスキー,2,84
アルバルク東京,津山 尚大,田中 大貴,2,85
アルバルク東京,田中 大貴,津山 尚大,2,86
アルバルク東京,アレックス・カーク,ザック・バランスキー,1,87
アルバルク東京,ケビン・ジョーンズ,ミラン・マチュワン,1,88
アルバルク東京,ケビン・ジョーンズ,小酒部 泰暉,1,89
アルバルク東京,ケビン・ジョーンズ,竹内 譲次,1,90
アルバルク東京,ザック・バランスキー,津山 尚大,1,91
アルバルク東京,ミラン・マチュワン,菊地 祥平,1,92
アルバルク東京,ミラン・マチュワン,小酒部 泰暉,1,93
アルバルク東京,ミラン・マチュワン,津山 尚大,1,94
アルバルク東京,安藤 誓哉,小酒部 泰暉,1,95
アルバルク東京,安藤 誓哉,津山 尚大,1,96
アルバルク東京,菊地 祥平,小島 元基,1,97
アルバルク東京,菊地 祥平,須田 侑太郎,1,98
アルバルク東京,菊地 祥平,津山 尚大,1,99
アルバルク東京,山本 柊輔,アレックス・カーク,1,100
アルバルク東京,小酒部 泰暉,須田 侑太郎,1,101
アルバルク東京,小島 元基,田中 大貴,1,102
アルバルク東京,須田 侑太郎,正中 岳城,1,103
アルバルク東京,正中 岳城,安藤 誓哉,1,104
アルバルク東京,正中 岳城,菊地 祥平,1,105
アルバルク東京,竹内 譲次,小島 元基,1,106
アルバルク東京,津山 尚大,ミラン・マチュワン,1,107
アルバルク東京,津山 尚大,安藤 誓哉,1,108
アルバルク東京,津山 尚大,笹倉 怜寿,1,109
アルバルク東京,津山 尚大,小酒部 泰暉,1,110
アルバルク東京,津山 尚大,須田 侑太郎,1,111
アルバルク東京,津山 尚大,竹内 譲次,1,112
アルバルク東京,田中 大貴,小酒部 泰暉,1,113
アルバルク東京,田中 大貴,小島 元基,1,114
サンロッカーズ渋谷,ベンドラメ 礼生,セバスチャン・サイズ,42,1
サンロッカーズ渋谷,ベンドラメ 礼生,チャールズ・ジャクソン,39,2
サンロッカーズ渋谷,ベンドラメ 礼生,ライアン・ケリー,38,3
サンロッカーズ渋谷,山内 盛久,ライアン・ケリー,37,4
サンロッカーズ渋谷,山内 盛久,セバスチャン・サイズ,28,5
サンロッカーズ渋谷,渡辺 竜之佑,ライアン・ケリー,22,6
サンロッカーズ渋谷,ライアン・ケリー,チャールズ・ジャクソン,19,7
サンロッカーズ渋谷,渡辺 竜之佑,セバスチャン・サイズ,17,8
サンロッカーズ渋谷,山内 盛久,チャールズ・ジャクソン,16,9
サンロッカーズ渋谷,渡辺 竜之佑,チャールズ・ジャクソン,15,10
サンロッカーズ渋谷,ベンドラメ 礼生,関野 剛平,13,11
サンロッカーズ渋谷,ベンドラメ 礼生,杉浦 佑成,13,12
サンロッカーズ渋谷,ライアン・ケリー,セバスチャン・サイズ,13,13
サンロッカーズ渋谷,ベンドラメ 礼生,石井 講祐,12,14
サンロッカーズ渋谷,チャールズ・ジャクソン,ライアン・ケリー,11,15
サンロッカーズ渋谷,ライアン・ケリー,ベンドラメ 礼生,11,16
サンロッカーズ渋谷,石井 講祐,セバスチャン・サイズ,11,17
サンロッカーズ渋谷,セバスチャン・サイズ,チャールズ・ジャクソン,10,18
サンロッカーズ渋谷,ライアン・ケリー,関野 剛平,10,19
サンロッカーズ渋谷,ライアン・ケリー,杉浦 佑成,10,20
サンロッカーズ渋谷,ライアン・ケリー,石井 講祐,10,21
サンロッカーズ渋谷,山内 盛久,杉浦 佑成,10,22
サンロッカーズ渋谷,盛實 海翔,ライアン・ケリー,10,23
サンロッカーズ渋谷,チャールズ・ジャクソン,ベンドラメ 礼生,9,24
サンロッカーズ渋谷,チャールズ・ジャクソン,渡辺 竜之佑,9,25
サンロッカーズ渋谷,関野 剛平,ライアン・ケリー,9,26
サンロッカーズ渋谷,山内 盛久,田渡 修人,9,27
サンロッカーズ渋谷,石井 講祐,チャールズ・ジャクソン,9,28
サンロッカーズ渋谷,田渡 修人,ライアン・ケリー,9,29
サンロッカーズ渋谷,渡辺 竜之佑,ベンドラメ 礼生,9,30
サンロッカーズ渋谷,野口 大介,チャールズ・ジャクソン,9,31
サンロッカーズ渋谷,ベンドラメ 礼生,野口 大介,8,32
サンロッカーズ渋谷,ライアン・ケリー,山内 盛久,8,33
サンロッカーズ渋谷,山内 盛久,ベンドラメ 礼生,8,34
サンロッカーズ渋谷,田渡 修人,セバスチャン・サイズ,8,35
サンロッカーズ渋谷,渡辺 竜之佑,山内 盛久,8,36
サンロッカーズ渋谷,渡辺 竜之佑,杉浦 佑成,8,37
サンロッカーズ渋谷,渡辺 竜之佑,野口 大介,8,38
サンロッカーズ渋谷,広瀬 健太,チャールズ・ジャクソン,7,39
サンロッカーズ渋谷,広瀬 健太,ライアン・ケリー,7,40
サンロッカーズ渋谷,山内 盛久,盛實 海翔,7,41
サンロッカーズ渋谷,杉浦 佑成,ライアン・ケリー,7,42
サンロッカーズ渋谷,渡辺 竜之佑,田渡 修人,7,43
サンロッカーズ渋谷,野口 大介,セバスチャン・サイズ,7,44
サンロッカーズ渋谷,セバスチャン・サイズ,ライアン・ケリー,6,45
サンロッカーズ渋谷,セバスチャン・サイズ,杉浦 佑成,6,46
サンロッカーズ渋谷,ベンドラメ 礼生,ファイ サンバ,6,47
サンロッカーズ渋谷,ベンドラメ 礼生,山内 盛久,6,48
サンロッカーズ渋谷,ライアン・ケリー,田渡 修人,6,49
サンロッカーズ渋谷,関野 剛平,セバスチャン・サイズ,6,50
サンロッカーズ渋谷,山内 盛久,ファイ サンバ,6,51
サンロッカーズ渋谷,山内 盛久,関野 剛平,6,52
サンロッカーズ渋谷,セバスチャン・サイズ,ベンドラメ 礼生,5,53
サンロッカーズ渋谷,セバスチャン・サイズ,山内 盛久,5,54
サンロッカーズ渋谷,チャールズ・ジャクソン,セバスチャン・サイズ,5,55
サンロッカーズ渋谷,チャールズ・ジャクソン,関野 剛平,5,56
サンロッカーズ渋谷,ライアン・ケリー,ファイ サンバ,5,57
サンロッカーズ渋谷,ライアン・ケリー,広瀬 健太,5,58
サンロッカーズ渋谷,ライアン・ケリー,渡辺 竜之佑,5,59
サンロッカーズ渋谷,広瀬 健太,セバスチャン・サイズ,5,60
サンロッカーズ渋谷,山内 盛久,野口 大介,5,61
サンロッカーズ渋谷,盛實 海翔,チャールズ・ジャクソン,5,62
サンロッカーズ渋谷,渡辺 竜之佑,関野 剛平,5,63
サンロッカーズ渋谷,関野 剛平,杉浦 佑成,4,64
サンロッカーズ渋谷,広瀬 健太,山内 盛久,4,65
サンロッカーズ渋谷,山内 盛久,石井 講祐,4,66
サンロッカーズ渋谷,山内 盛久,渡辺 竜之佑,4,67
サンロッカーズ渋谷,杉浦 佑成,セバスチャン・サイズ,4,68
サンロッカーズ渋谷,杉浦 佑成,山内 盛久,4,69
サンロッカーズ渋谷,盛實 海翔,セバスチャン・サイズ,4,70
サンロッカーズ渋谷,石井 講祐,ベンドラメ 礼生,4,71
サンロッカーズ渋谷,石井 講祐,ライアン・ケリー,4,72
サンロッカーズ渋谷,田渡 修人,杉浦 佑成,4,73
サンロッカーズ渋谷,田渡 修人,野口 大介,4,74
サンロッカーズ渋谷,野口 大介,ベンドラメ 礼生,4,75
サンロッカーズ渋谷,野口 大介,ライアン・ケリー,4,76
サンロッカーズ渋谷,セバスチャン・サイズ,関野 剛平,3,77
サンロッカーズ渋谷,セバスチャン・サイズ,広瀬 健太,3,78
サンロッカーズ渋谷,ファイ サンバ,ライアン・ケリー,3,79
サンロッカーズ渋谷,ベンドラメ 礼生,広瀬 健太,3,80
サンロッカーズ渋谷,ベンドラメ 礼生,田渡 修人,3,81
サンロッカーズ渋谷,関野 剛平,チャールズ・ジャクソン,3,82
サンロッカーズ渋谷,関野 剛平,野口 大介,3,83
サンロッカーズ渋谷,広瀬 健太,ベンドラメ 礼生,3,84
サンロッカーズ渋谷,盛實 海翔,広瀬 健太,3,85
サンロッカーズ渋谷,盛實 海翔,杉浦 佑成,3,86
サンロッカーズ渋谷,渡辺 竜之佑,石井 講祐,3,87
サンロッカーズ渋谷,野口 大介,石井 講祐,3,88
サンロッカーズ渋谷,セバスチャン・サイズ,石井 講祐,2,89
サンロッカーズ渋谷,セバスチャン・サイズ,田渡 修人,2,90
サンロッカーズ渋谷,チャールズ・ジャクソン,山内 盛久,2,91
サンロッカーズ渋谷,チャールズ・ジャクソン,杉浦 佑成,2,92
サンロッカーズ渋谷,チャールズ・ジャクソン,石井 講祐,2,93
サンロッカーズ渋谷,チャールズ・ジャクソン,田渡 修人,2,94
サンロッカーズ渋谷,チャールズ・ジャクソン,野口 大介,2,95
サンロッカーズ渋谷,ファイ サンバ,杉浦 佑成,2,96
サンロッカーズ渋谷,ベンドラメ 礼生,盛實 海翔,2,97
サンロッカーズ渋谷,ベンドラメ 礼生,渡辺 竜之佑,2,98
サンロッカーズ渋谷,関野 剛平,ベンドラメ 礼生,2,99
サンロッカーズ渋谷,関野 剛平,石井 講祐,2,100
サンロッカーズ渋谷,広瀬 健太,関野 剛平,2,101
サンロッカーズ渋谷,杉浦 佑成,関野 剛平,2,102
サンロッカーズ渋谷,杉浦 佑成,石井 講祐,2,103
サンロッカーズ渋谷,杉浦 佑成,野口 大介,2,104
サンロッカーズ渋谷,盛實 海翔,ファイ サンバ,2,105
サンロッカーズ渋谷,盛實 海翔,野口 大介,2,106
サンロッカーズ渋谷,石井 講祐,野口 大介,2,107
サンロッカーズ渋谷,田渡 修人,山内 盛久,2,108
サンロッカーズ渋谷,渡辺 竜之佑,盛實 海翔,2,109
サンロッカーズ渋谷,野口 大介,杉浦 佑成,2,110
サンロッカーズ渋谷,セバスチャン・サイズ,ファイ サンバ,1,111
サンロッカーズ渋谷,セバスチャン・サイズ,盛實 海翔,1,112
サンロッカーズ渋谷,セバスチャン・サイズ,渡辺 竜之佑,1,113
サンロッカーズ渋谷,セバスチャン・サイズ,野口 大介,1,114
サンロッカーズ渋谷,チャールズ・ジャクソン,盛實 海翔,1,115
サンロッカーズ渋谷,ファイ サンバ,ベンドラメ 礼生,1,116
サンロッカーズ渋谷,ファイ サンバ,山内 盛久,1,117
サンロッカーズ渋谷,ライアン・ケリー,盛實 海翔,1,118
サンロッカーズ渋谷,関野 剛平,ファイ サンバ,1,119
サンロッカーズ渋谷,関野 剛平,山内 盛久,1,120
サンロッカーズ渋谷,関野 剛平,盛實 海翔,1,121
サンロッカーズ渋谷,関野 剛平,田渡 修人,1,122
サンロッカーズ渋谷,広瀬 健太,杉浦 佑成,1,123
サンロッカーズ渋谷,広瀬 健太,盛實 海翔,1,124
サンロッカーズ渋谷,広瀬 健太,石井 講祐,1,125
サンロッカーズ渋谷,山内 盛久,広瀬 健太,1,126
サンロッカーズ渋谷,杉浦 佑成,チャールズ・ジャクソン,1,127
サンロッカーズ渋谷,杉浦 佑成,ファイ サンバ,1,128
サンロッカーズ渋谷,杉浦 佑成,盛實 海翔,1,129
サンロッカーズ渋谷,杉浦 佑成,田渡 修人,1,130
サンロッカーズ渋谷,盛實 海翔,関野 剛平,1,131
サンロッカーズ渋谷,盛實 海翔,山内 盛久,1,132
サンロッカーズ渋谷,石井 講祐,山内 盛久,1,133
サンロッカーズ渋谷,石井 講祐,杉浦 佑成,1,134
サンロッカーズ渋谷,石井 講祐,盛實 海翔,1,135
サンロッカーズ渋谷,田渡 修人,チャールズ・ジャクソン,1,136
サンロッカーズ渋谷,田渡 修人,ファイ サンバ,1,137
サンロッカーズ渋谷,田渡 修人,ベンドラメ 礼生,1,138
サンロッカーズ渋谷,田渡 修人,関野 剛平,1,139
サンロッカーズ渋谷,田渡 修人,広瀬 健太,1,140
サンロッカーズ渋谷,田渡 修人,石井 講祐,1,141
サンロッカーズ渋谷,田渡 修人,渡辺 竜之佑,1,142
サンロッカーズ渋谷,渡辺 竜之佑,ファイ サンバ,1,143
サンロッカーズ渋谷,渡辺 竜之佑,広瀬 健太,1,144
サンロッカーズ渋谷,野口 大介,渡辺 竜之佑,1,145
シーホース三河,ダバンテ・ガードナー,金丸 晃輔,34,1
シーホース三河,桜木 ジェイアール,金丸 晃輔,34,2
シーホース三河,熊谷 航,金丸 晃輔,33,3
シーホース三河,ダバンテ・ガードナー,川村 卓也,31,4
シーホース三河,熊谷 航,川村 卓也,30,5
シーホース三河,熊谷 航,ダバンテ・ガードナー,29,6
シーホース三河,ダバンテ・ガードナー,岡田 侑大,24,7
シーホース三河,ダバンテ・ガードナー,熊谷 航,22,8
シーホース三河,川村 卓也,ダバンテ・ガードナー,21,9
シーホース三河,長野 誠史,ダバンテ・ガードナー,20,10
シーホース三河,ダバンテ・ガードナー,桜木 ジェイアール,18,11
シーホース三河,熊谷 航,桜木 ジェイアール,18,12
シーホース三河,桜木 ジェイアール,ダバンテ・ガードナー,17,13
シーホース三河,川村 卓也,桜木 ジェイアール,17,14
シーホース三河,桜木 ジェイアール,川村 卓也,16,15
シーホース三河,金丸 晃輔,ダバンテ・ガードナー,15,16
シーホース三河,川村 卓也,金丸 晃輔,15,17
シーホース三河,岡田 侑大,ダバンテ・ガードナー,14,18
シーホース三河,ダバンテ・ガードナー,長野 誠史,13,19
シーホース三河,川村 卓也,長野 誠史,12,20
シーホース三河,長野 誠史,桜木 ジェイアール,12,21
シーホース三河,長野 誠史,クリス・オトゥーレ,11,22
シーホース三河,長野 誠史,金丸 晃輔,11,23
シーホース三河,ダバンテ・ガードナー,セドリック・シモンズ,10,24
シーホース三河,桜木 ジェイアール,岡田 侑大,10,25
シーホース三河,桜木 ジェイアール,長野 誠史,10,26
シーホース三河,ダバンテ・ガードナー,クリス・オトゥーレ,9,27
シーホース三河,熊谷 航,森川 正明,9,28
シーホース三河,川村 卓也,セドリック・シモンズ,9,29
シーホース三河,岡田 侑大,桜木 ジェイアール,8,30
シーホース三河,熊谷 航,岡田 侑大,8,31
シーホース三河,ダバンテ・ガードナー,森川 正明,7,32
シーホース三河,金丸 晃輔,桜木 ジェイアール,7,33
シーホース三河,熊谷 航,クリス・ジョンソン,7,34
シーホース三河,熊谷 航,セドリック・シモンズ,7,35
シーホース三河,川村 卓也,クリス・ジョンソン,7,36
シーホース三河,川村 卓也,熊谷 航,7,37
シーホース三河,セドリック・シモンズ,金丸 晃輔,6,38
シーホース三河,桜木 ジェイアール,森川 正明,6,39
シーホース三河,森川 正明,桜木 ジェイアール,6,40
シーホース三河,ダバンテ・ガードナー,クリス・ジョンソン,5,41
シーホース三河,岡田 侑大,クリス・オトゥーレ,5,42
シーホース三河,桜木 ジェイアール,熊谷 航,5,43
シーホース三河,川村 卓也,岡田 侑大,5,44
シーホース三河,長野 誠史,クリス・ジョンソン,5,45
シーホース三河,長野 誠史,川村 卓也,5,46
シーホース三河,クリス・オトゥーレ,金丸 晃輔,4,47
シーホース三河,クリス・ジョンソン,岡田 侑大,4,48
シーホース三河,クリス・ジョンソン,森川 正明,4,49
シーホース三河,クリス・ジョンソン,川村 卓也,4,50
シーホース三河,岡田 侑大,セドリック・シモンズ,4,51
シーホース三河,熊谷 航,ミッケル・グラッドネス,4,52
シーホース三河,桜木 ジェイアール,クリス・ジョンソン,4,53
シーホース三河,桜木 ジェイアール,セドリック・シモンズ,4,54
シーホース三河,森川 正明,ダバンテ・ガードナー,4,55
シーホース三河,長野 誠史,セドリック・シモンズ,4,56
シーホース三河,長野 誠史,ミッケル・グラッドネス,4,57
シーホース三河,クリス・オトゥーレ,ダバンテ・ガードナー,3,58
シーホース三河,クリス・ジョンソン,桜木 ジェイアール,3,59
シーホース三河,セドリック・シモンズ,ダバンテ・ガードナー,3,60
シーホース三河,岡田 侑大,森川 正明,3,61
シーホース三河,熊谷 航,クリス・オトゥーレ,3,62
シーホース三河,熊谷 航,加藤 寿一,3,63
シーホース三河,長野 誠史,熊谷 航,3,64
シーホース三河,長野 誠史,森川 正明,3,65
シーホース三河,會田 圭佑,金丸 晃輔,3,66
シーホース三河,ダバンテ・ガードナー,ミッケル・グラッドネス,2,67
シーホース三河,ダバンテ・ガードナー,加藤 寿一,2,68
シーホース三河,ダバンテ・ガードナー,會田 圭佑,2,69
シーホース三河,ミッケル・グラッドネス,金丸 晃輔,2,70
シーホース三河,岡田 侑大,金丸 晃輔,2,71
シーホース三河,岡田 侑大,熊谷 航,2,72
シーホース三河,岡田 侑大,會田 圭佑,2,73
シーホース三河,金丸 晃輔,クリス・オトゥーレ,2,74
シーホース三河,金丸 晃輔,クリス・ジョンソン,2,75
シーホース三河,金丸 晃輔,岡田 侑大,2,76
シーホース三河,金丸 晃輔,熊谷 航,2,77
シーホース三河,金丸 晃輔,川村 卓也,2,78
シーホース三河,根來 新之助,川村 卓也,2,79
シーホース三河,桜木 ジェイアール,クリス・オトゥーレ,2,80
シーホース三河,森川 正明,川村 卓也,2,81
シーホース三河,森川 正明,長野 誠史,2,82
シーホース三河,川村 卓也,クリス・オトゥーレ,2,83
シーホース三河,川村 卓也,ミッケル・グラッドネス,2,84
シーホース三河,川村 卓也,加藤 寿一,2,85
シーホース三河,川村 卓也,根來 新之助,2,86
シーホース三河,川村 卓也,森川 正明,2,87
シーホース三河,會田 圭佑,ダバンテ・ガードナー,2,88
シーホース三河,クリス・オトゥーレ,岡田 侑大,1,89
シーホース三河,クリス・オトゥーレ,熊谷 航,1,90
シーホース三河,クリス・オトゥーレ,川村 卓也,1,91
シーホース三河,クリス・ジョンソン,熊谷 航,1,92
シーホース三河,クリス・ジョンソン,長野 誠史,1,93
シーホース三河,セドリック・シモンズ,加藤 寿一,1,94
シーホース三河,セドリック・シモンズ,熊谷 航,1,95
シーホース三河,セドリック・シモンズ,桜木 ジェイアール,1,96
シーホース三河,セドリック・シモンズ,川村 卓也,1,97
シーホース三河,セドリック・シモンズ,長野 誠史,1,98
シーホース三河,ミッケル・グラッドネス,岡田 侑大,1,99
シーホース三河,岡田 侑大,ミッケル・グラッドネス,1,100
シーホース三河,岡田 侑大,川村 卓也,1,101
シーホース三河,岡田 侑大,長野 誠史,1,102
シーホース三河,加藤 寿一,クリス・オトゥーレ,1,103
シーホース三河,加藤 寿一,クリス・ジョンソン,1,104
シーホース三河,加藤 寿一,セドリック・シモンズ,1,105
シーホース三河,加藤 寿一,桜木 ジェイアール,1,106
シーホース三河,加藤 寿一,川村 卓也,1,107
シーホース三河,金丸 晃輔,セドリック・シモンズ,1,108
シーホース三河,金丸 晃輔,長野 誠史,1,109
シーホース三河,熊谷 航,長野 誠史,1,110
シーホース三河,根來 新之助,クリス・ジョンソン,1,111
シーホース三河,根來 新之助,ダバンテ・ガードナー,1,112
シーホース三河,根來 新之助,熊谷 航,1,113
シーホース三河,桜木 ジェイアール,ミッケル・グラッドネス,1,114
シーホース三河,桜木 ジェイアール,加藤 寿一,1,115
シーホース三河,桜木 ジェイアール,根來 新之助,1,116
シーホース三河,桜木 ジェイアール,會田 圭佑,1,117
シーホース三河,森川 正明,クリス・ジョンソン,1,118
シーホース三河,森川 正明,熊谷 航,1,119
シーホース三河,長野 誠史,岡田 侑大,1,120
シーホース三河,長野 誠史,根來 新之助,1,121
シーホース三河,長野 誠史,會田 圭佑,1,122
シーホース三河,會田 圭佑,クリス・ジョンソン,1,123
シーホース三河,會田 圭佑,ミッケル・グラッドネス,1,124
シーホース三河,會田 圭佑,岡田 侑大,1,125
シーホース三河,會田 圭佑,根來 新之助,1,126
シーホース三河,會田 圭佑,桜木 ジェイアール,1,127
シーホース三河,會田 圭佑,森川 正明,1,128
シーホース三河,會田 圭佑,川村 卓也,1,129
レバンガ北海道,松島 良豪,マーク・トラソリーニ,32,1
レバンガ北海道,橋本 竜馬,ケネディ・ミークス,31,2
レバンガ北海道,マーキース・カミングス,ケネディ・ミークス,29,3
レバンガ北海道,多嶋 朝飛,ケネディ・ミークス,29,4
レバンガ北海道,多嶋 朝飛,マーク・トラソリーニ,25,5
レバンガ北海道,松島 良豪,ケネディ・ミークス,24,6
レバンガ北海道,ケネディ・ミークス,中野 司,19,7
レバンガ北海道,ケネディ・ミークス,マーキース・カミングス,18,8
レバンガ北海道,多嶋 朝飛,マーキース・カミングス,17,9
レバンガ北海道,橋本 竜馬,マーキース・カミングス,16,10
レバンガ北海道,川邉 亮平,ケネディ・ミークス,15,11
レバンガ北海道,マーキース・カミングス,ファイ パプ月瑠,14,12
レバンガ北海道,松島 良豪,マーキース・カミングス,14,13
レバンガ北海道,中野 司,ケネディ・ミークス,14,14
レバンガ北海道,ケネディ・ミークス,多嶋 朝飛,13,15
レバンガ北海道,橋本 竜馬,マーク・トラソリーニ,13,16
レバンガ北海道,マーキース・カミングス,マーク・トラソリーニ,12,17
レバンガ北海道,松島 良豪,川邉 亮平,12,18
レバンガ北海道,多嶋 朝飛,ファイ パプ月瑠,11,19
レバンガ北海道,マーキース・カミングス,中野 司,10,20
レバンガ北海道,松島 良豪,市岡 ショーン,10,21
レバンガ北海道,松島 良豪,多嶋 朝飛,10,22
レバンガ北海道,川邉 亮平,マーキース・カミングス,10,23
レバンガ北海道,橋本 竜馬,ファイ パプ月瑠,9,24
レバンガ北海道,市岡 ショーン,マーキース・カミングス,9,25
レバンガ北海道,市岡 ショーン,多嶋 朝飛,9,26
レバンガ北海道,川邉 亮平,マーク・トラソリーニ,9,27
レバンガ北海道,マーキース・カミングス,多嶋 朝飛,8,28
レバンガ北海道,マーク・トラソリーニ,ケネディ・ミークス,8,29
レバンガ北海道,マーク・トラソリーニ,川邉 亮平,8,30
レバンガ北海道,マーク・トラソリーニ,多嶋 朝飛,8,31
レバンガ北海道,市岡 ショーン,ケネディ・ミークス,8,32
レバンガ北海道,ケネディ・ミークス,マーク・トラソリーニ,7,33
レバンガ北海道,ファイ パプ月瑠,多嶋 朝飛,7,34
レバンガ北海道,マーキース・カミングス,橋本 竜馬,7,35
レバンガ北海道,マーキース・カミングス,市岡 ショーン,7,36
レバンガ北海道,橋本 竜馬,市岡 ショーン,7,37
レバンガ北海道,橋本 竜馬,中野 司,7,38
レバンガ北海道,市岡 ショーン,中野 司,7,39
レバンガ北海道,多嶋 朝飛,市岡 ショーン,7,40
レバンガ北海道,ケネディ・ミークス,市岡 ショーン,6,41
レバンガ北海道,ケネディ・ミークス,川邉 亮平,6,42
レバンガ北海道,ファイ パプ月瑠,マーキース・カミングス,6,43
レバンガ北海道,マーク・トラソリーニ,橋本 竜馬,6,44
レバンガ北海道,マーク・トラソリーニ,中野 司,6,45
レバンガ北海道,松島 良豪,ファイ パプ月瑠,6,46
レバンガ北海道,多嶋 朝飛,川邉 亮平,6,47
レバンガ北海道,多嶋 朝飛,中野 司,6,48
レバンガ北海道,マーキース・カミングス,松島 良豪,5,49
レバンガ北海道,マーキース・カミングス,内田 旦人,5,50
レバンガ北海道,マーク・トラソリーニ,市岡 ショーン,5,51
レバンガ北海道,松島 良豪,中野 司,5,52
