チーム,アシストした選手,アシストされた選手,回数,チーム内順位
東京エクセレンス,小林 和世,佐野 隆司,1,96
東京エクセレンス,上松 大輝,丹野 合気,1,97
東京エクセレンス,上松 大輝,樋口 大倫,1,98
東京エクセレンス,丹野 合気,長谷川 凌,1,99
東京エクセレンス,中村 ジャズ,ジョーダン・フェイゾン,1,100
東京エクセレンス,中村 ジャズ,ライアン・ステファン,1,101
東京エクセレンス,中村 ジャズ,樋口 大倫,1,102
東京エクセレンス,長谷川 凌,ジョーダン・フェイゾン,1,103
東京エクセレンス,長谷川 凌,佐野 隆司,1,104
東京エクセレンス,長谷川 凌,田口 暖,1,105
東京エクセレンス,長谷川 凌,齋藤 豊,1,106
東京エクセレンス,長澤 健司,佐野 隆司,1,107
東京エクセレンス,長澤 健司,長谷川 凌,1,108
東京エクセレンス,樋口 大倫,長谷川 凌,1,109
東京エクセレンス,樋口 大倫,齋藤 豊,1,110
東京エクセレンス,齋藤 豊,佐野 隆司,1,111
東京エクセレンス,齋藤 豊,上松 大輝,1,112
福島ファイヤーボンズ,鈴木 大,シャヒード・デイビス,67,1
福島ファイヤーボンズ,神原 裕司,シャヒード・デイビス,48,2
福島ファイヤーボンズ,村上 慎也,シャヒード・デイビス,40,3
福島ファイヤーボンズ,シャヒード・デイビス,ステフォン・ブレア,32,4
福島ファイヤーボンズ,シャヒード・デイビス,鈴木 大,29,5
福島ファイヤーボンズ,武藤 修平,シャヒード・デイビス,27,6
福島ファイヤーボンズ,シャヒード・デイビス,喜久山 貴一,20,7
福島ファイヤーボンズ,喜久山 貴一,シャヒード・デイビス,20,8
福島ファイヤーボンズ,シャヒード・デイビス,武藤 修平,18,9
福島ファイヤーボンズ,前田 陽介,シャヒード・デイビス,18,10
福島ファイヤーボンズ,シャヒード・デイビス,村上 慎也,17,11
福島ファイヤーボンズ,鈴木 大,武藤 修平,16,12
福島ファイヤーボンズ,シャヒード・デイビス,チリジ・ネパウェ,15,13
福島ファイヤーボンズ,シャヒード・デイビス,前田 陽介,15,14
福島ファイヤーボンズ,神原 裕司,鈴木 大,15,15
福島ファイヤーボンズ,神原 裕司,村上 慎也,14,16
福島ファイヤーボンズ,村上 慎也,神原 裕司,14,17
福島ファイヤーボンズ,鈴木 大,神原 裕司,13,18
福島ファイヤーボンズ,武藤 修平,鈴木 大,12,19
福島ファイヤーボンズ,シャヒード・デイビス,神原 裕司,11,20
福島ファイヤーボンズ,喜久山 貴一,チリジ・ネパウェ,11,21
福島ファイヤーボンズ,菊池 広明,シャヒード・デイビス,11,22
福島ファイヤーボンズ,鈴木 大,ステフォン・ブレア,11,23
福島ファイヤーボンズ,村上 慎也,喜久山 貴一,10,24
福島ファイヤーボンズ,シャヒード・デイビス,菊池 広明,9,25
福島ファイヤーボンズ,チリジ・ネパウェ,シャヒード・デイビス,9,26
福島ファイヤーボンズ,喜久山 貴一,武藤 修平,9,27
福島ファイヤーボンズ,神原 裕司,喜久山 貴一,9,28
福島ファイヤーボンズ,神原 裕司,武藤 修平,9,29
福島ファイヤーボンズ,村上 慎也,武藤 修平,9,30
福島ファイヤーボンズ,武藤 修平,村上 慎也,9,31
福島ファイヤーボンズ,鈴木 大,チリジ・ネパウェ,9,32
福島ファイヤーボンズ,喜久山 貴一,ステフォン・ブレア,8,33
福島ファイヤーボンズ,喜久山 貴一,鈴木 大,8,34
福島ファイヤーボンズ,菊池 広明,鈴木 大,8,35
福島ファイヤーボンズ,徳川 慎之介,シャヒード・デイビス,8,36
福島ファイヤーボンズ,神原 裕司,ステフォン・ブレア,7,37
福島ファイヤーボンズ,神原 裕司,チリジ・ネパウェ,7,38
福島ファイヤーボンズ,神原 裕司,菊池 広明,7,39
福島ファイヤーボンズ,神原 裕司,前田 陽介,7,40
福島ファイヤーボンズ,村上 慎也,鈴木 大,7,41
福島ファイヤーボンズ,ステフォン・ブレア,シャヒード・デイビス,6,42
福島ファイヤーボンズ,喜久山 貴一,村上 慎也,6,43
福島ファイヤーボンズ,神原 裕司,徳川 慎之介,6,44
福島ファイヤーボンズ,村上 慎也,ステフォン・ブレア,6,45
福島ファイヤーボンズ,村上 慎也,徳川 慎之介,6,46
福島ファイヤーボンズ,シャヒード・デイビス,徳川 慎之介,5,47
福島ファイヤーボンズ,ステフォン・ブレア,前田 陽介,5,48
福島ファイヤーボンズ,喜久山 貴一,神原 裕司,5,49
福島ファイヤーボンズ,菊池 広明,村上 慎也,5,50
福島ファイヤーボンズ,村上 慎也,菊池 広明,5,51
福島ファイヤーボンズ,村上 慎也,前田 陽介,5,52
福島ファイヤーボンズ,武藤 修平,ステフォン・ブレア,5,53
福島ファイヤーボンズ,武藤 修平,チリジ・ネパウェ,5,54
福島ファイヤーボンズ,鈴木 大,菊池 広明,5,55
福島ファイヤーボンズ,鈴木 大,前田 陽介,5,56
福島ファイヤーボンズ,チリジ・ネパウェ,徳川 慎之介,4,57
福島ファイヤーボンズ,喜久山 貴一,菊池 広明,4,58
福島ファイヤーボンズ,菊池 広明,武藤 修平,4,59
福島ファイヤーボンズ,前田 陽介,ステフォン・ブレア,4,60
福島ファイヤーボンズ,前田 陽介,神原 裕司,4,61
福島ファイヤーボンズ,前田 陽介,村上 慎也,4,62
福島ファイヤーボンズ,村上 慎也,チリジ・ネパウェ,4,63
福島ファイヤーボンズ,徳川 慎之介,チリジ・ネパウェ,4,64
福島ファイヤーボンズ,徳川 慎之介,神原 裕司,4,65
福島ファイヤーボンズ,徳川 慎之介,村上 慎也,4,66
福島ファイヤーボンズ,武藤 修平,喜久山 貴一,4,67
福島ファイヤーボンズ,武藤 修平,菊池 広明,4,68
福島ファイヤーボンズ,武藤 修平,神原 裕司,4,69
福島ファイヤーボンズ,鈴木 大,喜久山 貴一,4,70
福島ファイヤーボンズ,シャヒード・デイビス,山内 翼,3,71
福島ファイヤーボンズ,ステフォン・ブレア,神原 裕司,3,72
福島ファイヤーボンズ,ステフォン・ブレア,鈴木 大,3,73
福島ファイヤーボンズ,チリジ・ネパウェ,神原 裕司,3,74
福島ファイヤーボンズ,喜久山 貴一,前田 陽介,3,75
福島ファイヤーボンズ,菊池 広明,チリジ・ネパウェ,3,76
福島ファイヤーボンズ,前田 陽介,チリジ・ネパウェ,3,77
福島ファイヤーボンズ,前田 陽介,武藤 修平,3,78
福島ファイヤーボンズ,前田 陽介,鈴木 大,3,79
福島ファイヤーボンズ,徳川 慎之介,武藤 修平,3,80
福島ファイヤーボンズ,徳川 慎之介,鈴木 大,3,81
福島ファイヤーボンズ,鈴木 大,山内 翼,3,82
福島ファイヤーボンズ,ステフォン・ブレア,村上 慎也,2,83
福島ファイヤーボンズ,ステフォン・ブレア,武藤 修平,2,84
福島ファイヤーボンズ,チリジ・ネパウェ,前田 陽介,2,85
福島ファイヤーボンズ,チリジ・ネパウェ,村上 慎也,2,86
福島ファイヤーボンズ,チリジ・ネパウェ,鈴木 大,2,87
福島ファイヤーボンズ,喜久山 貴一,徳川 慎之介,2,88
福島ファイヤーボンズ,菊池 広明,喜久山 貴一,2,89
福島ファイヤーボンズ,山内 翼,シャヒード・デイビス,2,90
福島ファイヤーボンズ,前田 陽介,喜久山 貴一,2,91
福島ファイヤーボンズ,前田 陽介,山内 翼,2,92
福島ファイヤーボンズ,前田 陽介,徳川 慎之介,2,93
福島ファイヤーボンズ,徳川 慎之介,ステフォン・ブレア,2,94
福島ファイヤーボンズ,徳川 慎之介,前田 陽介,2,95
福島ファイヤーボンズ,武藤 修平,前田 陽介,2,96
福島ファイヤーボンズ,鈴木 大,村上 慎也,2,97
福島ファイヤーボンズ,チリジ・ネパウェ,喜久山 貴一,1,98
福島ファイヤーボンズ,チリジ・ネパウェ,菊池 広明,1,99
福島ファイヤーボンズ,チリジ・ネパウェ,武藤 修平,1,100
福島ファイヤーボンズ,菊池 広明,ステフォン・ブレア,1,101
福島ファイヤーボンズ,菊池 広明,山内 翼,1,102
福島ファイヤーボンズ,菊池 広明,神原 裕司,1,103
福島ファイヤーボンズ,菊池 広明,前田 陽介,1,104
福島ファイヤーボンズ,山内 翼,鈴木 大,1,105
福島ファイヤーボンズ,前田 陽介,菊池 広明,1,106
福島ファイヤーボンズ,徳川 慎之介,喜久山 貴一,1,107
福島ファイヤーボンズ,武藤 修平,山内 翼,1,108
福島ファイヤーボンズ,武藤 修平,徳川 慎之介,1,109
福島ファイヤーボンズ,鈴木 大,徳川 慎之介,1,110
