"","1Q.A","2Q.A","3Q.A","4Q.A","F.A","2POINTSFGM.A","2POINTSFGA.A","2POINTSFGR.A","3POINTSFGM.A","3POINTSFGA.A","3POINTSFGR.A","FREE-THROWSM.A","FREE-THROWSA.A","FREE-THROWSR.A","OFFENSIVEREBOUNDS.A","DEFENSIVEREBOUNDS.A","TOTALREBOUNDS.A","ASSIST.A","TURNOVER.A","STEALS.A","BLOCKS.A","FOULS.A","FASTBREAKPOINTS.A","BIGGESTLEAD.A","POINTSINTHEPAINT.A","POINTSFROMTURNOVER.A","SECONDCHANCEPOINTS.A","BIGGESTSCORINGRUN.A","1Q.B","2Q.B","3Q.B","4Q.B","F.B","2POINTSFGM.B","2POINTSFGA.B","2POINTSFGR.B","3POINTSFGM.B","3POINTSFGA.B","3POINTSFGR.B","FREE-THROWSM.B","FREE-THROWSA.B","FREE-THROWSR.B","OFFENSIVEREBOUNDS.B","DEFENSIVEREBOUNDS.B","TOTALREBOUNDS.B","ASSIST.B","TURNOVER.B","STEALS.B","BLOCKS.B","FOULS.B","FASTBREAKPOINTS.B","BIGGESTLEAD.B","POINTSINTHEPAINT.B","POINTSFROMTURNOVER.B","SECONDCHANCEPOINTS.B","BIGGESTSCORINGRUN.B","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","ATTENDANCE_RAW","EX1.A","EX1.B","EX2.A","EX2.B","EX3.A","EX3.B"
"202","9","19","27","20","75","21","39","53.8%","4","20","20%","21","27","77.8%","12","27","39","13","16","3","0","21","6","0","36","8","9","10-0(67-76)","27","21","26","14","88","27","54","50%","7","16","43.8%","13","17","76.5%","10","24","34","22","7","8","3","23","2","24","50","15","15","16-0(3-25)",12,"11.04","3087","三遠","北海道",TRUE,FALSE,"人数：2705人",0,0,0,0,0,0
"203","26","25","20","26","97","31","46","67.4%","9","21","42.9%","8","12","66.7%","8","33","41","28","15","3","5","14","19","14","56","7","11","9-0(32-37)","29","12","23","26","90","29","60","48.3%","6","20","30%","14","22","63.6%","16","20","36","22","6","11","1","17","11","9","46","12","16","8-0(24-16)",13,"11.07","3097","三遠","横浜",FALSE,TRUE,"人数：2213人",0,0,0,0,0,0
"204","21","19","16","20","76","20","48","41.7%","11","27","40.7%","3","4","75%","15","27","42","19","12","2","3","22","4","10","34","5","9","8-0(23-31)","19","13","28","20","80","24","44","54.5%","5","15","33.3%","17","21","81%","4","29","33","17","10","7","5","12","7","7","44","10","4","11-0(41-40)",14,"11.10","3117","三遠","京都",FALSE,TRUE,"人数：3703人",0,0,0,0,0,0
"205","18","21","17","22","78","25","48","52.1%","7","15","46.7%","7","9","77.8%","5","33","38","29","12","4","2","19","13","20","36","14","6","7-0(6-16)","14","12","17","22","65","22","49","44.9%","3","11","27.3%","12","19","63.2%","7","27","34","16","13","5","3","15","5","2","36","3","11","9-0(45-56)",15,"11.11","3118","三遠","京都",FALSE,TRUE,"人数：1664人",0,0,0,0,0,0
"206","11","15","19","30","75","22","42","52.4%","5","19","26.3%","16","20","80%","7","20","27","23","11","11","1","16","18","0","36","18","4","7-0(70-78)","18","23","14","26","81","29","54","53.7%","5","13","38.5%","8","12","66.7%","14","28","42","19","17","6","4","18","4","19","38","12","19","9-0(11-22)",16,"11.17","3133","三遠","滋賀",TRUE,FALSE,"人数：1360人",0,0,0,0,0,0
"207","20","19","17","19","75","24","53","45.3%","7","13","53.8%","6","15","40%","12","31","43","20","14","8","4","16","13","18","36","20","12","10-0(18-10)","14","13","16","22","65","27","58","46.6%","3","9","33.3%","2","7","28.6%","9","27","36","19","17","9","3","21","8","2","34","16","16","8-0(65-55)",17,"11.18","3134","三遠","滋賀",TRUE,FALSE,"人数：1803人",0,0,0,0,0,0
"208","15","13","16","22","66","18","43","41.9%","8","19","42.1%","6","10","60%","13","25","38","20","20","5","2","16","7","0","32","8","12","8-0(15-17)","21","19","20","27","87","27","43","62.8%","8","25","32%","9","9","100%","7","24","31","25","8","10","5","15","17","27","46","21","4","11-0(15-28)",18,"11.23","3149","三遠","千葉",TRUE,FALSE,"人数：2251人",0,0,0,0,0,0
"209","14","19","24","17","74","24","45","53.3%","6","15","40%","8","10","80%","7","18","25","19","17","10","1","17","20","2","44","12","10","5-0(25-42)","27","27","22","19","95","36","53","67.9%","4","16","25%","11","14","78.6%","13","22","35","25","12","10","4","13","9","24","56","23","12","12-0(14-31)",19,"11.24","3150","三遠","千葉",TRUE,FALSE,"人数：2330人",0,0,0,0,0,0
"210","22","11","22","20","75","25","53","47.2%","5","16","31.3%","10","19","52.6%","16","23","39","16","9","5","2","19","6","2","42","11","14","6-0(45-43)","22","19","17","22","80","22","37","59.5%","6","20","30%","18","25","72%","9","28","37","15","11","3","0","16","4","12","32","6","11","10-0(39-27)",1,"10.06","2998","三河","名古屋D",FALSE,TRUE,"人数：3420人",0,0,0,0,0,0
"211","13","21","28","31","93","23","45","51.1%","12","24","50%","11","13","84.6%","12","29","41","20","14","5","1","24","6","0","30","14","10","13-0(90-84)","25","30","23","18","96","16","36","44.4%","15","26","57.7%","19","28","67.9%","7","22","29","25","9","9","3","19","14","25","24","22","4","9-0(14-2)",2,"10.07","2999","三河","名古屋D",FALSE,TRUE,"人数：3133人",0,0,0,0,0,0
"212","13","21","14","21","69","26","48","54.2%","2","13","15.4%","11","13","84.6%","8","24","32","10","12","5","3","13","7","7","48","8","10","8-0(28-23)","17","12","21","27","77","25","52","48.1%","5","15","33.3%","12","14","85.7%","12","26","38","16","11","7","4","12","8","10","28","14","11","13-0(44-50)",3,"10.13","3014","三河","A東京",TRUE,FALSE,"人数：2912人",0,0,0,0,0,0
"213","14","10","11","20","55","13","37","35.1%","7","20","35%","8","12","66.7%","3","27","30","10","10","7","1","14","2","7","22","9","8","11-0(53-62)","10","18","24","13","65","21","44","47.7%","4","17","23.5%","11","17","64.7%","9","34","43","14","11","8","3","14","11","20","34","15","6","8-0(33-48)",4,"10.14","3015","三河","A東京",TRUE,FALSE,"人数：3002人",0,0,0,0,0,0
"214","13","8","28","11","60","20","51","39.2%","5","18","27.8%","5","5","100%","10","28","38","17","11","7","6","20","0","6","24","11","6","11-0(38-41)","15","18","12","24","69","22","45","48.9%","3","14","21.4%","16","20","80%","8","33","41","18","11","7","3","7","14","12","40","10","6","11-0(58-53)",5,"10.17","3025","三河","川崎",FALSE,TRUE,"人数：2403人",0,0,0,0,0,0
"215","20","16","29","9","74","21","46","45.7%","6","15","40%","14","22","63.6%","7","34","41","18","8","3","1","17","4","21","34","4","5","15-0(58-37)","10","20","17","17","64","18","42","42.9%","4","24","16.7%","16","20","80%","9","31","40","15","6","5","2","18","8","2","20","11","4","5-0(29-20)",6,"10.20","3045","三河","SR渋谷",TRUE,FALSE,"人数：2137人",0,0,0,0,0,0
"216","17","20","17","22","76","21","47","44.7%","6","11","54.5%","16","21","76.2%","10","30","40","15","10","3","2","12","4","18","30","4","10","11-0(39-26)","18","8","20","25","71","15","41","36.6%","9","18","50%","14","16","87.5%","6","22","28","15","7","5","2","20","6","3","16","10","5","11-0(72-65)",7,"10.21","3046","三河","SR渋谷",TRUE,FALSE,"人数：2604人",0,0,0,0,0,0
"217","25","23","27","19","94","35","50","70%","5","16","31.3%","9","16","56.3%","11","26","37","17","5","5","3","20","8","27","58","12","13","10-0(35-17)","15","12","26","18","71","24","41","58.5%","2","15","13.3%","17","27","63%","10","16","26","11","9","1","0","12","0","0","34","8","11","10-0(75-61)",8,"10.24","3054","三河","富山",TRUE,FALSE,"人数：2170人",0,0,0,0,0,0
"218","17","19","20","21","77","25","51","49%","7","19","36.8%","6","8","75%","8","28","36","17","6","6","1","11","3","30","32","16","9","10-0(20-34)","18","6","11","21","56","21","49","42.9%","3","17","17.6%","5","8","62.5%","11","30","41","21","12","3","3","9","5","1","28","5","13","7-0(45-68)",9,"10.29","3068","三河","滋賀",FALSE,TRUE,"人数：1587人",0,0,0,0,0,0
"219","20","8","23","27","78","18","41","43.9%","9","22","40.9%","15","20","75%","13","23","36","24","8","4","3","15","6","15","30","12","21","7-0(10-15)","14","14","16","31","75","19","44","43.2%","9","24","37.5%","10","12","83.3%","16","22","38","20","11","5","5","20","4","3","20","9","18","8-0(25-23)",10,"10.30","3069","三河","滋賀",FALSE,TRUE,"人数：1628人",0,0,0,0,0,0
"220","26","17","18","22","83","16","40","40%","14","30","46.7%","9","10","90%","13","29","42","22","8","3","2","13","4","14","18","12","9","7-0(7-0)","15","24","13","26","78","22","49","44.9%","7","18","38.9%","13","15","86.7%","9","27","36","21","7","6","1","9","10","0","34","14","8","8-0(67-63)",11,"11.03","3088","三河","富山",TRUE,FALSE,"人数：2468人",0,0,0,0,0,0
"221","18","19","29","25","91","21","44","47.7%","15","23","65.2%","4","7","57.1%","12","30","42","24","8","4","6","12","13","20","36","8","12","8-0(63-45)","11","19","19","23","72","23","52","44.2%","7","20","35%","5","8","62.5%","12","21","33","19","5","6","3","11","8","3","32","6","10","7-0(74-61)",12,"11.04","3089","三河","富山",TRUE,FALSE,"人数：2701人",0,0,0,0,0,0
"222","14","18","19","19","70","26","55","47.3%","5","17","29.4%","3","5","60%","15","22","37","12","6","3","2","14","4","5","36","8","19","7-0(40-34)","24","16","13","23","76","19","27","70.4%","9","32","28.1%","11","12","91.7%","9","28","37","15","6","4","2","8","3","13","32","7","12","11-0(68-62)",13,"11.07","3098","三河","新潟",FALSE,TRUE,"人数：3129人",0,0,0,0,0,0
"223","16","18","17","20","71","22","50","44%","7","18","38.9%","6","8","75%","11","27","38","16","9","3","0","18","0","12","36","6","8","6-0(4-10)","10","15","22","29","76","26","48","54.2%","4","16","25%","12","17","70.6%","8","27","35","17","7","5","3","13","15","6","40","12","8","9-0(49-51)",14,"11.10","3107","三河","SR渋谷",FALSE,TRUE,"人数：2003人",0,0,0,0,0,0
"224","16","19","18","26","79","25","48","52.1%","9","23","39.1%","2","6","33.3%","10","20","30","26","4","6","3","11","4","4","40","12","13","8-0(19-20)","19","19","21","22","81","31","55","56.4%","4","11","36.4%","7","12","58.3%","12","30","42","21","8","3","5","14","6","9","42","4","9","8-0(54-47)",15,"11.11","3108","三河","SR渋谷",FALSE,TRUE,"人数：1952人",0,0,0,0,0,0
"225","23","28","17","19","87","21","39","53.8%","10","21","47.6%","15","16","93.8%","2","35","37","20","9","5","2","13","2","22","32","2","4","10-0(41-26)","22","14","16","19","71","17","39","43.6%","10","31","32.3%","7","12","58.3%","8","26","34","20","6","5","4","15","9","2","26","14","6","6-0(51-42)",16,"11.16","3135","三河","名古屋D",TRUE,FALSE,"人数：3160人",0,0,0,0,0,0
"226","20","12","22","22","76","14","26","53.8%","12","30","40%","12","18","66.7%","5","31","36","18","11","7","1","10","5","11","18","12","5","9-0(37-34)","19","15","20","11","65","11","31","35.5%","13","32","40.6%","4","9","44.4%","10","27","37","18","13","3","0","18","3","9","14","12","7","9-0(22-31)",17,"11.17","3136","三河","名古屋D",TRUE,FALSE,"人数：3855人",0,0,0,0,0,0
"227","15","14","12","21","62","15","36","41.7%","6","23","26.1%","14","21","66.7%","9","32","41","20","11","4","5","23","6","7","24","6","7","7-0(60-62)","17","15","14","18","64","16","51","31.4%","5","19","26.3%","17","25","68%","19","30","49","20","10","5","3","20","5","8","26","7","11","7-0(35-29)",18,"11.23","3139","三河","秋田",FALSE,TRUE,"人数：3250人",0,0,0,0,0,0
"228","15","23","8","15","61","13","31","41.9%","7","23","30.4%","14","23","60.9%","9","20","29","16","15","8","3","20","4","1","22","12","5","7-0(72-57)","16","25","25","15","81","20","36","55.6%","8","23","34.8%","17","22","77.3%","11","27","38","23","13","12","5","22","20","24","32","9","8","14-0(70-46)",19,"11.24","3140","三河","秋田",FALSE,TRUE,"人数：2997人",0,0,0,0,0,0
"229","22","19","17","22","80","22","37","59.5%","6","20","30%","18","25","72%","9","28","37","15","11","3","0","16","4","12","32","6","11","10-0(39-27)","22","11","22","20","75","25","53","47.2%","5","16","31.3%","10","19","52.6%","16","23","39","16","9","5","2","19","6","2","42","11","14","6-0(45-43)",1,"10.06","2998","名古屋D","三河",TRUE,FALSE,"人数：3420人",0,0,0,0,0,0
"230","25","30","23","18","96","16","36","44.4%","15","26","57.7%","19","28","67.9%","7","22","29","25","9","9","3","19","14","25","24","22","4","9-0(14-2)","13","21","28","31","93","23","45","51.1%","12","24","50%","11","13","84.6%","12","29","41","20","14","5","1","24","6","0","30","14","10","13-0(90-84)",2,"10.07","2999","名古屋D","三河",TRUE,FALSE,"人数：3133人",0,0,0,0,0,0
"231","17","24","22","24","87","23","37","62.2%","11","32","34.4%","8","15","53.3%","11","17","28","24","4","6","1","13","11","3","32","15","12","10-0(49-51)","20","25","20","23","88","24","43","55.8%","11","21","52.4%","7","9","77.8%","12","26","38","21","11","2","2","18","8","10","38","8","15","13-0(13-3)",3,"10.12","3020","名古屋D","琉球",FALSE,TRUE,"人数：3240人",0,0,0,0,0,0
"232","14","24","12","18","68","17","39","43.6%","8","19","42.1%","10","12","83.3%","5","24","29","19","8","5","2","16","5","0","30","7","5","7-0(11-9)","21","21","22","15","79","22","43","51.2%","9","24","37.5%","8","11","72.7%","14","28","42","23","8","4","2","19","5","16","32","15","9","8-0(60-45)",4,"10.13","3021","名古屋D","琉球",FALSE,TRUE,"人数：3261人",0,0,0,0,0,0
"233","29","16","24","20","89","19","40","47.5%","12","21","57.1%","15","21","71.4%","10","28","38","18","11","6","2","11","6","25","30","10","8","8-0(11-2)","17","14","21","24","76","25","55","45.5%","6","20","30%","8","10","80%","16","24","40","17","11","6","2","17","5","0","42","14","19","8-0(69-55)",5,"10.17","3028","名古屋D","福岡",TRUE,FALSE,"人数：2041人",0,0,0,0,0,0
"234","15","28","20","13","76","25","47","53.2%","8","18","44.4%","2","3","66.7%","2","31","33","19","9","7","1","16","9","19","38","24","4","9-0(31-46)","15","16","18","14","63","17","37","45.9%","6","19","31.6%","11","18","61.1%","5","31","36","16","14","5","1","12","4","2","24","0","8","11-0(17-15)",6,"10.20","3047","名古屋D","大阪",FALSE,TRUE,"人数：2484人",0,0,0,0,0,0
"235","22","21","16","21","80","19","42","45.2%","10","24","41.7%","12","14","85.7%","8","30","38","16","7","6","3","15","1","14","28","14","9","9-0(11-19)","13","19","21","17","70","23","52","44.2%","5","18","27.8%","9","12","75%","13","30","43","17","10","4","4","16","6","1","38","6","9","6-0(22-25)",7,"10.21","3048","名古屋D","大阪",FALSE,TRUE,"人数：2619人",0,0,0,0,0,0
"236","18","16","25","25","84","17","39","43.6%","10","22","45.5%","20","23","87%","6","26","32","20","6","6","1","13","12","14","30","16","8","9-0(27-29)","23","16","13","25","77","27","52","51.9%","6","15","40%","5","9","55.6%","9","27","36","20","11","2","2","19","6","9","34","7","6","9-0(38-32)",8,"10.24","3055","名古屋D","滋賀",FALSE,TRUE,"人数：1475人",0,0,0,0,0,0
"237","33","24","15","18","90","18","27","66.7%","13","39","33.3%","15","18","83.3%","10","29","39","22","9","4","1","20","13","27","30","4","8","12-0(52-29)","21","10","24","23","78","29","54","53.7%","3","19","15.8%","11","13","84.6%","13","25","38","17","8","5","1","21","2","5","54","9","18","13-0(81-73)",9,"10.27","3066","名古屋D","福岡",TRUE,FALSE,"人数：3846人",0,0,0,0,0,0
"238","21","12","30","28","91","16","35","45.7%","14","33","42.4%","17","20","85%","12","25","37","23","11","9","0","22","12","9","26","12","13","10-0(13-8)","18","24","20","26","88","23","38","60.5%","8","19","42.1%","18","23","78.3%","3","25","28","19","13","4","4","19","9","10","44","13","4","10-0(33-42)",10,"10.28","3067","名古屋D","福岡",TRUE,FALSE,"人数：4186人",0,0,0,0,0,0
"239","26","24","26","21","97","28","46","60.9%","7","14","50%","20","31","64.5%","11","18","29","23","11","11","4","25","12","20","54","22","11","11-0(17-32)","17","20","20","26","83","25","40","62.5%","3","19","15.8%","24","27","88.9%","12","20","32","23","18","6","2","32","8","3","44","9","15","8-0(30-36)",11,"11.03","3076","名古屋D","秋田",FALSE,TRUE,"人数：2531人",0,0,0,0,0,0
"240","17","34","18","15","84","17","32","53.1%","11","23","47.8%","17","30","56.7%","3","35","38","27","9","4","2","18","27","20","32","12","4","21-0(34-54)","23","11","23","11","68","17","41","41.5%","8","32","25%","10","14","71.4%","15","29","44","20","11","5","3","28","7","11","30","13","10","10-0(13-4)",12,"11.04","3077","名古屋D","秋田",FALSE,TRUE,"人数：2707人",0,0,0,0,0,0
"241","16","18","21","17","72","21","42","50%","7","24","29.2%","9","11","81.8%","14","26","40","20","11","8","6","17","3","24","34","23","19","13-0(68-44)","18","13","13","12","56","20","50","40%","2","14","14.3%","10","14","71.4%","17","23","40","16","16","6","3","14","2","7","28","7","7","6-0(0-6)",13,"11.07","3100","名古屋D","滋賀",TRUE,FALSE,"人数：1640人",0,0,0,0,0,0
"242","11","18","18","16","63","15","32","46.9%","9","28","32.1%","6","16","37.5%","5","26","31","20","19","13","5","15","12","3","28","14","4","8-0(26-28)","18","12","17","32","79","28","59","47.5%","4","13","30.8%","11","14","78.6%","13","35","48","21","20","11","2","21","22","17","48","18","8","12-0(57-67)",14,"11.10","3113","名古屋D","秋田",TRUE,FALSE,"人数：2469人",0,0,0,0,0,0
"243","22","19","21","17","79","22","43","51.2%","6","20","30%","17","27","63%","12","27","39","23","14","15","2","13","26","28","40","24","12","17-0(22-8)","10","12","19","13","54","16","35","45.7%","5","21","23.8%","7","8","87.5%","8","22","30","14","26","8","2","22","9","3","30","9","5","9-0(32-22)",15,"11.11","3114","名古屋D","秋田",TRUE,FALSE,"人数：2534人",0,0,0,0,0,0
"244","22","14","16","19","71","17","39","43.6%","10","31","32.3%","7","12","58.3%","8","26","34","20","6","5","4","15","9","2","26","14","6","6-0(51-42)","23","28","17","19","87","21","39","53.8%","10","21","47.6%","15","16","93.8%","2","35","37","20","9","5","2","13","2","22","32","2","4","10-0(41-26)",16,"11.16","3135","名古屋D","三河",FALSE,TRUE,"人数：3160人",0,0,0,0,0,0
"245","19","15","20","11","65","11","31","35.5%","13","32","40.6%","4","9","44.4%","10","27","37","18","13","3","0","18","3","9","14","12","7","9-0(22-31)","20","12","22","22","76","14","26","53.8%","12","30","40%","12","18","66.7%","5","31","36","18","11","7","1","10","5","11","18","12","5","9-0(37-34)",17,"11.17","3136","名古屋D","三河",FALSE,TRUE,"人数：3855人",0,0,0,0,0,0
"246","18","28","20","19","99","30","47","63.8%","7","22","31.8%","18","27","66.7%","7","29","36","25","16","7","2","13","23","8","50","17","7","8-0(51-58)","26","19","20","20","97","33","63","52.4%","6","15","40%","13","18","72.2%","11","29","40","22","13","13","0","21","15","8","54","20","14","9-0(22-14)",18,"11.23","3147","名古屋D","富山",FALSE,TRUE,"人数：2226人",14,12,0,0,0,0
"247","13","20","26","30","89","23","43","53.5%","13","31","41.9%","4","9","44.4%","11","21","32","23","11","7","2","23","18","0","42","16","13","8-0(76-71)","25","27","22","24","98","31","51","60.8%","4","14","28.6%","24","30","80%","13","29","42","16","11","5","2","11","17","22","48","16","11","10-0(52-30)",19,"11.24","3148","名古屋D","富山",FALSE,TRUE,"人数：1939人",0,0,0,0,0,0
"248","19","13","14","27","73","23","45","51.1%","5","22","22.7%","12","13","92.3%","9","33","42","22","7","2","4","20","0","2","34","11","14","9-0(53-64)","27","15","22","14","78","15","34","44.1%","12","32","37.5%","12","20","60%","10","30","40","13","8","6","2","12","6","20","24","11","13","13-0(42-61)",1,"10.06","3000","滋賀","新潟",TRUE,FALSE,"人数：2568人",0,0,0,0,0,0
"249","23","20","16","16","75","23","43","53.5%","8","26","30.8%","5","8","62.5%","12","31","43","25","15","6","5","17","11","22","20","14","11","12-0(35-13)","11","16","26","18","71","17","41","41.5%","7","25","28%","16","18","88.9%","8","27","35","14","12","7","3","14","14","5","32","14","4","11-0(54-45)",2,"10.07","3001","滋賀","新潟",TRUE,FALSE,"人数：2480人",0,0,0,0,0,0
"250","21","8","18","17","64","22","46","47.8%","4","22","18.2%","8","10","80%","13","28","41","12","16","6","4","21","6","17","36","13","10","10-0(0-10)","6","25","24","21","76","23","46","50%","5","19","26.3%","15","23","65.2%","10","29","39","21","10","10","4","15","15","15","40","8","13","16-0(22-23)",3,"10.12","3010","滋賀","川崎",FALSE,TRUE,"人数：4708人",0,0,0,0,0,0
"251","14","23","23","20","80","22","45","48.9%","6","19","31.6%","18","22","81.8%","12","31","43","21","7","6","2","22","14","15","32","10","16","8-0(0-8)","10","24","18","16","68","19","41","46.3%","4","20","20%","18","28","64.3%","12","25","37","22","9","3","3","21","2","2","32","3","11","8-0(8-8)",4,"10.13","3011","滋賀","川崎",FALSE,TRUE,"人数：4815人",0,0,0,0,0,0
"252","15","16","15","14","60","22","56","39.3%","3","16","18.8%","7","10","70%","18","23","41","18","8","11","2","14","7","10","26","16","10","13-0(19-12)","12","20","12","20","64","18","37","48.6%","7","19","36.8%","7","12","58.3%","9","29","38","20","13","5","4","8","14","9","28","9","4","11-0(46-55)",5,"10.17","3029","滋賀","大阪",TRUE,FALSE,"人数：1529人",0,0,0,0,0,0
"253","18","21","19","18","76","22","44","50%","8","33","24.2%","8","10","80%","22","21","43","26","13","7","4","18","7","4","32","6","9","7-0(14-9)","18","19","22","21","80","19","41","46.3%","10","20","50%","12","13","92.3%","8","25","33","24","12","8","2","14","12","12","32","13","10","12-0(14-2)",6,"10.20","3039","滋賀","横浜",FALSE,TRUE,"人数：2794人",0,0,0,0,0,0
"254","23","14","26","7","70","17","25","68%","10","22","45.5%","6","11","54.5%","6","28","34","22","24","2","2","23","4","24","24","5","8","8-0(5-16)","11","12","24","25","72","24","48","50%","2","15","13.3%","18","28","64.3%","14","15","29","12","6","14","0","14","10","2","40","26","14","9-0(56-66)",7,"10.21","3040","滋賀","横浜",FALSE,TRUE,"人数：2691人",0,0,0,0,0,0
"255","23","16","13","25","77","27","52","51.9%","6","15","40%","5","9","55.6%","9","27","36","20","11","2","2","19","6","9","34","7","6","9-0(38-32)","18","16","25","25","84","17","39","43.6%","10","22","45.5%","20","23","87%","6","26","32","20","6","6","1","13","12","14","30","16","8","9-0(27-29)",8,"10.24","3055","滋賀","名古屋D",TRUE,FALSE,"人数：1475人",0,0,0,0,0,0
"256","18","6","11","21","56","21","49","42.9%","3","17","17.6%","5","8","62.5%","11","30","41","21","12","3","3","9","5","1","28","5","13","7-0(45-68)","17","19","20","21","77","25","51","49%","7","19","36.8%","6","8","75%","8","28","36","17","6","6","1","11","3","30","32","16","9","10-0(20-34)",9,"10.29","3068","滋賀","三河",TRUE,FALSE,"人数：1587人",0,0,0,0,0,0
"257","14","14","16","31","75","19","44","43.2%","9","24","37.5%","10","12","83.3%","16","22","38","20","11","5","5","20","4","3","20","9","18","8-0(25-23)","20","8","23","27","78","18","41","43.9%","9","22","40.9%","15","20","75%","13","23","36","24","8","4","3","15","6","15","30","12","21","7-0(10-15)",10,"10.30","3069","滋賀","三河",TRUE,FALSE,"人数：1628人",0,0,0,0,0,0
"258","21","24","22","13","93","32","49","65.3%","5","11","45.5%","14","19","73.7%","8","26","34","23","16","5","0","17","9","8","46","9","9","7-0(45-45)","25","22","14","19","90","24","54","44.4%","10","26","38.5%","12","15","80%","17","17","34","24","8","9","3","15","7","11","36","17","21","6-0(23-14)",11,"11.03","3078","滋賀","栃木",FALSE,TRUE,"人数：3647人",13,10,0,0,0,0
"259","6","17","17","21","61","17","44","38.6%","6","15","40%","9","16","56.3%","10","19","29","15","13","4","2","18","2","0","30","5","8","9-0(98-61)","30","25","25","18","98","25","39","64.1%","12","25","48%","12","15","80%","10","29","39","28","8","8","4","16","9","46","42","13","8","20-0(30-6)",12,"11.04","3079","滋賀","栃木",FALSE,TRUE,"人数：3489人",0,0,0,0,0,0
"260","18","13","13","12","56","20","50","40%","2","14","14.3%","10","14","71.4%","17","23","40","16","16","6","3","14","2","7","28","7","7","6-0(0-6)","16","18","21","17","72","21","42","50%","7","24","29.2%","9","11","81.8%","14","26","40","20","11","8","6","17","3","24","34","23","19","13-0(68-44)",13,"11.07","3100","滋賀","名古屋D",FALSE,TRUE,"人数：1640人",0,0,0,0,0,0
"261","25","14","28","17","84","17","38","44.7%","13","26","50%","11","13","84.6%","6","25","31","26","15","6","2","24","3","13","12","16","13","11-0(52-45)","21","20","16","34","91","25","42","59.5%","6","15","40%","23","34","67.6%","7","28","35","24","13","10","1","17","18","8","40","17","11","11-0(73-79)",14,"11.10","3115","滋賀","富山",TRUE,FALSE,"人数：2219人",0,0,0,0,0,0
"262","21","14","22","15","72","24","45","53.3%","3","19","15.8%","15","22","68.2%","16","20","36","19","12","5","3","19","12","5","34","9","18","10-0(57-52)","24","18","12","31","85","30","51","58.8%","4","14","28.6%","13","18","72.2%","12","27","39","24","10","7","3","19","16","18","46","14","8","13-0(57-65)",15,"11.11","3116","滋賀","富山",TRUE,FALSE,"人数：2174人",0,0,0,0,0,0
"263","18","23","14","26","81","29","54","53.7%","5","13","38.5%","8","12","66.7%","14","28","42","19","17","6","4","18","4","19","38","12","19","9-0(11-22)","11","15","19","30","75","22","42","52.4%","5","19","26.3%","16","20","80%","7","20","27","23","11","11","1","16","18","0","36","18","4","7-0(70-78)",16,"11.17","3133","滋賀","三遠",FALSE,TRUE,"人数：1360人",0,0,0,0,0,0
"264","14","13","16","22","65","27","58","46.6%","3","9","33.3%","2","7","28.6%","9","27","36","19","17","9","3","21","8","2","34","16","16","8-0(65-55)","20","19","17","19","75","24","53","45.3%","7","13","53.8%","6","15","40%","12","31","43","20","14","8","4","16","13","18","36","20","12","10-0(18-10)",17,"11.18","3134","滋賀","三遠",FALSE,TRUE,"人数：1803人",0,0,0,0,0,0
"265","19","11","19","9","58","20","46","43.5%","4","26","15.4%","6","13","46.2%","16","21","37","22","9","3","2","26","2","2","24","13","14","5-0(9-7)","21","21","23","22","87","25","44","56.8%","6","14","42.9%","19","27","70.4%","9","34","43","26","10","4","7","16","12","29","40","5","6","9-0(32-51)",18,"11.23","3151","滋賀","SR渋谷",TRUE,FALSE,"人数：2094人",0,0,0,0,0,0
"266","25","27","12","14","78","23","45","51.1%","8","26","30.8%","8","11","72.7%","16","26","42","22","9","2","2","13","12","14","30","6","16","13-0(17-4)","19","23","21","18","81","27","49","55.1%","6","18","33.3%","9","13","69.2%","10","23","33","21","6","4","1","14","7","9","40","14","12","16-0(52-55)",19,"11.24","3152","滋賀","SR渋谷",TRUE,FALSE,"人数：2022人",0,0,0,0,0,0
"267","16","20","19","19","74","24","47","51.1%","6","18","33.3%","8","16","50%","12","24","36","19","16","15","5","21","10","14","38","20","15","8-0(12-18)","12","13","21","22","68","25","49","51%","2","14","14.3%","12","15","80%","13","26","39","16","20","7","5","20","8","2","44","20","14","8-0(56-62)",1,"10.06","2986","大阪","北海道",FALSE,TRUE,"人数：4738人",0,0,0,0,0,0
"268","13","16","15","9","53","16","48","33.3%","3","14","21.4%","12","20","60%","13","19","32","13","13","5","2","17","2","3","30","12","10","9-0(33-31)","14","19","25","12","70","23","45","51.1%","5","18","27.8%","9","11","81.8%","17","33","50","20","18","9","8","18","8","17","40","14","14","13-0(33-22)",2,"10.07","2987","大阪","北海道",FALSE,TRUE,"人数：3843人",0,0,0,0,0,0
"269","13","19","18","23","73","18","42","42.9%","9","25","36%","10","20","50%","14","26","40","20","8","8","1","14","11","18","28","21","15","13-0(32-25)","12","16","11","17","56","19","39","48.7%","5","18","27.8%","3","7","42.9%","9","29","38","11","20","6","5","19","0","6","26","4","10","11-0(19-25)",3,"10.12","3018","大阪","福岡",TRUE,FALSE,"人数：1383人",0,0,0,0,0,0
