"","1Q.A","2Q.A","3Q.A","4Q.A","F.A","2POINTSFGM.A","2POINTSFGA.A","2POINTSFGR.A","3POINTSFGM.A","3POINTSFGA.A","3POINTSFGR.A","FREE-THROWSM.A","FREE-THROWSA.A","FREE-THROWSR.A","OFFENSIVEREBOUNDS.A","DEFENSIVEREBOUNDS.A","TOTALREBOUNDS.A","ASSIST.A","TURNOVER.A","STEALS.A","BLOCKS.A","FOULS.A","FASTBREAKPOINTS.A","BIGGESTLEAD.A","POINTSINTHEPAINT.A","POINTSFROMTURNOVER.A","SECONDCHANCEPOINTS.A","BIGGESTSCORINGRUN.A","1Q.B","2Q.B","3Q.B","4Q.B","F.B","2POINTSFGM.B","2POINTSFGA.B","2POINTSFGR.B","3POINTSFGM.B","3POINTSFGA.B","3POINTSFGR.B","FREE-THROWSM.B","FREE-THROWSA.B","FREE-THROWSR.B","OFFENSIVEREBOUNDS.B","DEFENSIVEREBOUNDS.B","TOTALREBOUNDS.B","ASSIST.B","TURNOVER.B","STEALS.B","BLOCKS.B","FOULS.B","FASTBREAKPOINTS.B","BIGGESTLEAD.B","POINTSINTHEPAINT.B","POINTSFROMTURNOVER.B","SECONDCHANCEPOINTS.B","BIGGESTSCORINGRUN.B","GAMEIDX","DATE","SHEDULEKEY","TEAM.A","TEAM.B","ISHOME.A","ISHOME.B","ATTENDANCE_RAW","EX1.A","EX1.B","EX2.A","EX2.B","EX3.A","EX3.B"
"133","13","22","15","23","73","17","31","54.8%","10","33","30.3%","9","12","75%","3","24","27","20","4","6","4","8","3","11","30","16","0","12-0(19-28)","15","9","28","17","69","18","37","48.6%","8","22","36.4%","9","10","90%","9","36","45","18","15","2","1","14","5","7","32","5","12","9-0(37-37)",19,"11.24","3156","新潟","福岡",FALSE,TRUE,"人数：1426人",0,0,0,0,0,0
"134","26","28","23","17","94","31","55","56.4%","5","17","29.4%","17","21","81%","16","31","47","21","9","5","3","15","11","20","56","12","20","8-0(10-4)","24","15","23","20","82","23","54","42.6%","10","23","43.5%","6","10","60%","14","22","36","15","8","3","3","16","19","2","34","8","17","6-0(57-45)",1,"10.06","2994","富山","横浜",TRUE,FALSE,"人数：3903人",0,0,0,0,0,0
"135","34","27","23","17","101","30","48","62.5%","8","20","40%","17","22","77.3%","11","31","42","25","8","6","1","14","19","38","50","11","15","11-0(13-2)","12","18","21","26","77","32","65","49.2%","2","13","15.4%","7","9","77.8%","15","20","35","20","8","6","5","19","17","0","52","9","14","7-0(93-69)",2,"10.07","2995","富山","横浜",TRUE,FALSE,"人数：3116人",0,0,0,0,0,0
"136","18","18","22","26","84","25","46","54.3%","6","16","37.5%","16","27","59.3%","11","25","36","20","15","5","4","15","10","3","42","5","13","9-0(9-12)","25","26","29","24","104","29","53","54.7%","12","22","54.5%","10","18","55.6%","14","25","39","23","7","8","2","23","14","26","46","23","16","10-0(27-18)",3,"10.12","3004","富山","栃木",FALSE,TRUE,"人数：3796人",0,0,0,0,0,0
"137","18","18","19","25","80","24","44","54.5%","5","21","23.8%","17","23","73.9%","14","29","43","22","12","3","0","19","8","8","34","7","18","12-0(73-75)","16","17","34","18","85","27","56","48.2%","6","16","37.5%","13","22","59.1%","11","24","35","24","4","9","2","20","21","14","44","18","12","8-0(63-52)",4,"10.13","3005","富山","栃木",FALSE,TRUE,"人数：4014人",0,0,0,0,0,0
"138","26","11","29","22","88","28","45","62.2%","6","15","40%","14","21","66.7%","8","31","39","28","14","8","1","14","16","12","48","10","9","10-0(14-22)","16","18","29","21","84","24","47","51.1%","9","24","37.5%","9","14","64.3%","10","20","30","22","11","10","6","17","16","8","34","19","9","9-0(32-32)",5,"10.17","3026","富山","横浜",FALSE,TRUE,"人数：3288人",0,0,0,0,0,0
"139","15","29","22","24","90","24","55","43.6%","9","20","45%","15","20","75%","19","29","48","29","10","9","2","15","9","22","44","14","14","13-0(42-34)","26","11","22","12","71","14","27","51.9%","11","37","29.7%","10","14","71.4%","11","25","36","19","15","6","4","17","19","14","20","15","10","9-0(10-23)",6,"10.20","3041","富山","京都",TRUE,FALSE,"人数：2220人",0,0,0,0,0,0
"140","27","19","25","24","95","29","54","53.7%","10","18","55.6%","7","9","77.8%","13","30","43","22","10","9","2","18","12","33","52","25","17","12-0(85-54)","12","21","18","13","64","16","31","51.6%","6","26","23.1%","14","20","70%","7","21","28","15","13","6","1","13","4","0","26","5","4","7-0(67-51)",7,"10.21","3042","富山","京都",TRUE,FALSE,"人数：2075人",0,0,0,0,0,0
"141","15","12","26","18","71","24","41","58.5%","2","15","13.3%","17","27","63%","10","16","26","11","9","1","0","12","0","0","34","8","11","10-0(75-61)","25","23","27","19","94","35","50","70%","5","16","31.3%","9","16","56.3%","11","26","37","17","5","5","3","20","8","27","58","12","13","10-0(35-17)",8,"10.24","3054","富山","三河",FALSE,TRUE,"人数：2170人",0,0,0,0,0,0
"142","13","19","34","24","90","24","37","64.9%","5","15","33.3%","27","36","75%","6","17","23","22","20","10","2","22","12","25","46","32","10","13-0(58-34)","11","19","13","32","75","27","49","55.1%","4","12","33.3%","9","15","60%","12","21","33","20","28","13","1","28","18","5","50","25","12","5-0(58-39)",9,"10.27","3064","富山","秋田",TRUE,FALSE,"人数：1829人",0,0,0,0,0,0
"143","12","36","30","20","98","27","39","69.2%","6","10","60%","26","33","78.8%","7","28","35","17","22","8","4","21","19","30","48","20","8","22-0(57-39)","26","13","17","24","80","25","52","48.1%","6","21","28.6%","12","23","52.2%","16","13","29","23","15","17","2","29","14","16","48","31","11","12-0(12-26)",10,"10.28","3065","富山","秋田",TRUE,FALSE,"人数：1805人",0,0,0,0,0,0
"144","15","24","13","26","78","22","49","44.9%","7","18","38.9%","13","15","86.7%","9","27","36","21","7","6","1","9","10","0","34","14","8","8-0(67-63)","26","17","18","22","83","16","40","40%","14","30","46.7%","9","10","90%","13","29","42","22","8","3","2","13","4","14","18","12","9","7-0(7-0)",11,"11.03","3088","富山","三河",FALSE,TRUE,"人数：2468人",0,0,0,0,0,0
"145","11","19","19","23","72","23","52","44.2%","7","20","35%","5","8","62.5%","12","21","33","19","5","6","3","11","8","3","32","6","10","7-0(74-61)","18","19","29","25","91","21","44","47.7%","15","23","65.2%","4","7","57.1%","12","30","42","24","8","4","6","12","13","20","36","8","12","8-0(63-45)",12,"11.04","3089","富山","三河",FALSE,TRUE,"人数：2701人",0,0,0,0,0,0
"146","17","22","16","23","78","28","54","51.9%","4","15","26.7%","10","12","83.3%","9","25","34","20","11","7","3","10","17","5","50","10","8","8-0(15-12)","23","13","32","19","87","28","45","62.2%","9","26","34.6%","4","7","57.1%","8","28","36","29","12","6","3","13","12","17","50","11","13","12-0(43-50)",13,"11.07","3099","富山","川崎",TRUE,FALSE,"人数：1551人",0,0,0,0,0,0
"147","21","20","16","34","91","25","42","59.5%","6","15","40%","23","34","67.6%","7","28","35","24","13","10","1","17","18","8","40","17","11","11-0(73-79)","25","14","28","17","84","17","38","44.7%","13","26","50%","11","13","84.6%","6","25","31","26","15","6","2","24","3","13","12","16","13","11-0(52-45)",14,"11.10","3115","富山","滋賀",FALSE,TRUE,"人数：2219人",0,0,0,0,0,0
"148","24","18","12","31","85","30","51","58.8%","4","14","28.6%","13","18","72.2%","12","27","39","24","10","7","3","19","16","18","46","14","8","13-0(57-65)","21","14","22","15","72","24","45","53.3%","3","19","15.8%","15","22","68.2%","16","20","36","19","12","5","3","19","12","5","34","9","18","10-0(57-52)",15,"11.11","3116","富山","滋賀",FALSE,TRUE,"人数：2174人",0,0,0,0,0,0
"149","16","14","22","18","70","14","37","37.8%","5","13","38.5%","27","32","84.4%","8","18","26","17","17","12","2","14","10","2","24","12","9","8-0(13-17)","22","27","27","20","96","25","42","59.5%","12","24","50%","10","13","76.9%","11","24","35","25","15","8","3","22","8","31","36","20","13","12-0(30-49)",16,"11.17","3131","富山","栃木",TRUE,FALSE,"人数：3800人",0,0,0,0,0,0
"150","22","17","15","11","65","22","49","44.9%","3","9","33.3%","12","14","85.7%","7","20","27","14","12","8","2","16","14","10","30","15","2","10-0(20-10)","17","19","18","20","74","22","38","57.9%","7","26","26.9%","9","10","90%","15","27","42","20","16","7","9","17","16","13","40","17","9","10-0(61-74)",17,"11.18","3132","富山","栃木",TRUE,FALSE,"人数：4016人",0,0,0,0,0,0
"151","26","19","20","20","97","33","63","52.4%","6","15","40%","13","18","72.2%","11","29","40","22","13","13","0","21","15","8","54","20","14","9-0(22-14)","18","28","20","19","99","30","47","63.8%","7","22","31.8%","18","27","66.7%","7","29","36","25","16","7","2","13","23","8","50","17","7","8-0(51-58)",18,"11.23","3147","富山","名古屋D",TRUE,FALSE,"人数：2226人",12,14,0,0,0,0
"152","25","27","22","24","98","31","51","60.8%","4","14","28.6%","24","30","80%","13","29","42","16","11","5","2","11","17","22","48","16","11","10-0(52-30)","13","20","26","30","89","23","43","53.5%","13","31","41.9%","4","9","44.4%","11","21","32","23","11","7","2","23","18","0","42","16","13","8-0(76-71)",19,"11.24","3148","富山","名古屋D",TRUE,FALSE,"人数：1939人",0,0,0,0,0,0
"153","24","15","23","20","82","23","54","42.6%","10","23","43.5%","6","10","60%","14","22","36","15","8","3","3","16","19","2","34","8","17","6-0(57-45)","26","28","23","17","94","31","55","56.4%","5","17","29.4%","17","21","81%","16","31","47","21","9","5","3","15","11","20","56","12","20","8-0(10-4)",1,"10.06","2994","横浜","富山",FALSE,TRUE,"人数：3903人",0,0,0,0,0,0
"154","12","18","21","26","77","32","65","49.2%","2","13","15.4%","7","9","77.8%","15","20","35","20","8","6","5","19","17","0","52","9","14","7-0(93-69)","34","27","23","17","101","30","48","62.5%","8","20","40%","17","22","77.3%","11","31","42","25","8","6","1","14","19","38","50","11","15","11-0(13-2)",2,"10.07","2995","横浜","富山",FALSE,TRUE,"人数：3116人",0,0,0,0,0,0
"155","10","26","17","27","80","24","43","55.8%","9","24","37.5%","5","11","45.5%","11","27","38","22","11","8","2","17","12","0","38","16","8","13-0(43-36)","31","14","21","18","84","22","34","64.7%","11","33","33.3%","7","10","70%","8","25","33","24","11","4","5","12","9","25","34","16","10","21-0(35-10)",3,"10.12","3016","横浜","京都",FALSE,TRUE,"人数：1458人",0,0,0,0,0,0
"156","18","20","22","21","81","22","44","50%","10","28","35.7%","7","8","87.5%","15","22","37","20","10","5","2","18","12","3","30","11","12","7-0(76-75)","19","25","17","26","87","21","30","70%","11","28","39.3%","12","14","85.7%","5","25","30","27","11","6","3","15","0","9","34","5","5","9-0(19-13)",4,"10.13","3017","横浜","京都",FALSE,TRUE,"人数：1384人",0,0,0,0,0,0
"157","16","18","29","21","84","24","47","51.1%","9","24","37.5%","9","14","64.3%","10","20","30","22","11","10","6","17","16","8","34","19","9","9-0(32-32)","26","11","29","22","88","28","45","62.2%","6","15","40%","14","21","66.7%","8","31","39","28","14","8","1","14","16","12","48","10","9","10-0(14-22)",5,"10.17","3026","横浜","富山",TRUE,FALSE,"人数：3288人",0,0,0,0,0,0
"158","18","19","22","21","80","19","41","46.3%","10","20","50%","12","13","92.3%","8","25","33","24","12","8","2","14","12","12","32","13","10","12-0(14-2)","18","21","19","18","76","22","44","50%","8","33","24.2%","8","10","80%","22","21","43","26","13","7","4","18","7","4","32","6","9","7-0(14-9)",6,"10.20","3039","横浜","滋賀",TRUE,FALSE,"人数：2794人",0,0,0,0,0,0
"159","11","12","24","25","72","24","48","50%","2","15","13.3%","18","28","64.3%","14","15","29","12","6","14","0","14","10","2","40","26","14","9-0(56-66)","23","14","26","7","70","17","25","68%","10","22","45.5%","6","11","54.5%","6","28","34","22","24","2","2","23","4","24","24","5","8","8-0(5-16)",7,"10.21","3040","横浜","滋賀",TRUE,FALSE,"人数：2691人",0,0,0,0,0,0
"160","20","12","19","21","72","27","46","58.7%","2","15","13.3%","12","19","63.2%","7","15","22","22","7","11","2","19","7","2","36","20","8","6-0(45-54)","25","20","18","25","88","19","26","73.1%","11","27","40.7%","17","21","81%","7","28","35","23","15","3","0","19","2","18","30","3","9","8-0(4-10)",8,"10.24","3053","横浜","新潟",TRUE,FALSE,"人数：2242人",0,0,0,0,0,0
"161","19","17","21","27","84","22","50","44%","5","14","35.7%","25","32","78.1%","10","31","41","11","9","7","1","12","6","8","36","7","12","6-0(51-52)","21","21","12","25","79","29","54","53.7%","5","20","25%","6","10","60%","8","29","37","23","10","4","4","27","6","11","50","4","4","7-0(30-22)",9,"10.27","3060","横浜","SR渋谷",FALSE,TRUE,"人数：2253人",0,0,0,0,0,0
"162","26","25","6","16","73","20","45","44.4%","10","27","37%","3","7","42.9%","12","25","37","20","14","6","3","25","10","22","30","11","8","11-0(24-46)","17","19","16","25","77","24","40","60%","3","25","12%","20","25","80%","15","32","47","24","13","7","1","16","13","5","30","13","7","10-0(62-59)",10,"10.28","3061","横浜","SR渋谷",FALSE,TRUE,"人数：2277人",0,0,0,0,0,0
"163","15","17","27","13","72","22","40","55%","7","27","25.9%","7","10","70%","12","25","37","19","12","4","2","19","6","2","22","7","15","6-0(40-43)","18","23","19","19","79","18","37","48.6%","9","26","34.6%","16","20","80%","12","26","38","21","9","7","3","16","12","9","34","13","15","6-0(22-30)",11,"11.03","3084","横浜","新潟",TRUE,FALSE,"人数：2536人",0,0,0,0,0,0
"164","18","19","14","12","63","16","42","38.1%","7","19","36.8%","10","16","62.5%","6","25","31","18","13","9","2","15","17","5","28","15","4","9-0(33-31)","27","16","27","17","87","27","42","64.3%","8","25","32%","9","11","81.8%","7","33","40","25","10","6","4","15","10","25","46","15","8","17-0(46-65)",12,"11.04","3085","横浜","新潟",TRUE,FALSE,"人数：2833人",0,0,0,0,0,0
"165","29","12","23","26","90","29","60","48.3%","6","20","30%","14","22","63.6%","16","20","36","22","6","11","1","17","11","9","46","12","16","8-0(24-16)","26","25","20","26","97","31","46","67.4%","9","21","42.9%","8","12","66.7%","8","33","41","28","15","3","5","14","19","14","56","7","11","9-0(32-37)",13,"11.07","3097","横浜","三遠",TRUE,FALSE,"人数：2213人",0,0,0,0,0,0
"166","24","22","12","23","81","23","53","43.4%","9","23","39.1%","8","14","57.1%","13","28","41","17","8","6","4","20","10","16","32","12","10","12-0(16-29)","16","21","21","28","86","23","49","46.9%","8","19","42.1%","16","19","84.2%","11","34","45","19","12","5","8","15","8","5","44","13","14","8-0(63-58)",14,"11.10","3119","横浜","大阪",FALSE,TRUE,"人数：1605人",0,0,0,0,0,0
"167","21","12","19","16","68","28","67","41.8%","2","11","18.2%","6","10","60%","17","30","47","15","9","8","2","17","10","8","40","12","14","7-0(9-15)","17","26","17","18","78","25","50","50%","6","16","37.5%","10","14","71.4%","7","33","40","16","12","6","5","13","11","14","44","16","9","9-0(26-25)",15,"11.11","3120","横浜","大阪",FALSE,TRUE,"人数：3088人",0,0,0,0,0,0
"168","14","17","20","20","71","20","42","47.6%","7","25","28%","10","14","71.4%","15","23","38","19","19","11","1","20","11","7","26","23","13","8-0(20-13)","13","20","19","26","78","23","40","57.5%","7","15","46.7%","11","18","61.1%","7","26","33","24","20","9","2","17","12","8","40","22","2","10-0(68-76)",16,"11.17","3129","横浜","福岡",TRUE,FALSE,"人数：2736人",0,0,0,0,0,0
"169","29","19","22","15","85","22","54","40.7%","8","19","42.1%","17","26","65.4%","20","29","49","21","17","14","4","25","21","28","36","16","13","11-0(59-31)","13","16","17","27","73","23","50","46%","2","11","18.2%","21","30","70%","11","26","37","18","19","9","2","24","10","0","40","11","6","12-0(76-60)",17,"11.18","3130","横浜","福岡",TRUE,FALSE,"人数：2901人",0,0,0,0,0,0
"170","14","10","14","15","53","20","49","40.8%","2","16","12.5%","7","12","58.3%","13","22","35","14","14","6","2","13","4","2","34","17","15","5-0(50-85)","26","15","30","18","89","22","41","53.7%","13","23","56.5%","6","11","54.5%","9","32","41","24","11","10","2","18","17","41","34","13","4","13-0(38-79)",18,"11.23","3145","横浜","琉球",TRUE,FALSE,"人数：3541人",0,0,0,0,0,0
"171","12","16","17","13","58","20","49","40.8%","3","12","25%","9","17","52.9%","16","24","40","8","21","6","5","12","15","0","36","21","14","9-0(45-58)","21","16","21","17","75","24","46","52.2%","6","16","37.5%","9","12","75%","8","25","33","28","16","10","1","16","13","22","40","24","3","17-0(32-54)",19,"11.24","3146","横浜","琉球",TRUE,FALSE,"人数：3463人",0,0,0,0,0,0
"172","16","14","28","23","81","25","44","56.8%","6","16","37.5%","13","16","81.3%","7","25","32","24","16","8","2","17","19","16","44","18","11","11-0(61-77)","11","22","22","17","72","21","40","52.5%","4","22","18.2%","18","21","85.7%","12","23","35","15","16","10","3","14","12","6","40","13","10","11-0(24-18)",1,"10.04","2990","川崎","千葉",FALSE,TRUE,"人数：5067人",0,0,0,0,0,0
"173","11","11","24","22","68","15","27","55.6%","10","26","38.5%","8","15","53.3%","7","31","38","21","18","4","3","20","6","2","30","5","4","13-0(39-40)","20","14","14","18","66","16","38","42.1%","7","27","25.9%","13","18","72.2%","12","23","35","13","9","8","3","18","5","21","28","10","13","9-0(19-9)",2,"10.06","2991","川崎","千葉",FALSE,TRUE,"人数：4941人",0,0,0,0,0,0
"174","6","25","24","21","76","23","46","50%","5","19","26.3%","15","23","65.2%","10","29","39","21","10","10","4","15","15","15","40","8","13","16-0(22-23)","21","8","18","17","64","22","46","47.8%","4","22","18.2%","8","10","80%","13","28","41","12","16","6","4","21","6","17","36","13","10","10-0(0-10)",3,"10.12","3010","川崎","滋賀",TRUE,FALSE,"人数：4708人",0,0,0,0,0,0
"175","10","24","18","16","68","19","41","46.3%","4","20","20%","18","28","64.3%","12","25","37","22","9","3","3","21","2","2","32","3","11","8-0(8-8)","14","23","23","20","80","22","45","48.9%","6","19","31.6%","18","22","81.8%","12","31","43","21","7","6","2","22","14","15","32","10","16","8-0(0-8)",4,"10.13","3011","川崎","滋賀",TRUE,FALSE,"人数：4815人",0,0,0,0,0,0
"176","15","18","12","24","69","22","45","48.9%","3","14","21.4%","16","20","80%","8","33","41","18","11","7","3","7","14","12","40","10","6","11-0(58-53)","13","8","28","11","60","20","51","39.2%","5","18","27.8%","5","5","100%","10","28","38","17","11","7","6","20","0","6","24","11","6","11-0(38-41)",5,"10.17","3025","川崎","三河",TRUE,FALSE,"人数：2403人",0,0,0,0,0,0
"177","17","19","20","11","67","21","41","51.2%","3","20","15%","16","20","80%","7","27","34","15","10","3","4","9","5","2","38","4","3","11-0(34-36)","23","13","27","26","89","28","52","53.8%","8","23","34.8%","9","11","81.8%","12","30","42","23","5","7","2","19","9","22","46","15","9","9-0(85-65)",6,"10.20","3037","川崎","A東京",FALSE,TRUE,"人数：2542人",0,0,0,0,0,0
"178","12","8","16","10","46","20","53","37.7%","0","8","0%","6","10","60%","10","31","41","9","15","6","6","11","4","2","28","9","8","6-0(38-26)","18","18","15","15","66","25","56","44.6%","4","14","28.6%","4","7","57.1%","11","33","44","15","10","11","6","15","23","23","38","21","8","9-0(64-41)",7,"10.21","3038","川崎","A東京",FALSE,TRUE,"人数：3074人",0,0,0,0,0,0
"179","10","17","16","13","56","17","43","39.5%","3","20","15%","13","18","72.2%","9","26","35","10","13","9","1","7","0","7","28","16","3","7-0(21-14)","8","15","24","18","65","26","54","48.1%","3","11","27.3%","4","5","80%","8","38","46","17","17","5","0","16","10","14","44","15","8","8-0(43-55)",8,"10.24","3052","川崎","三遠",TRUE,FALSE,"人数：3021人",0,0,0,0,0,0
"180","6","19","14","21","60","21","48","43.8%","3","15","20%","9","11","81.8%","8","23","31","11","7","8","0","13","8","0","40","15","8","13-0(31-19)","29","5","17","17","68","18","31","58.1%","8","27","29.6%","8","12","66.7%","10","31","41","14","14","3","1","16","8","25","28","9","7","13-0(27-5)",9,"10.26","3074","川崎","琉球",FALSE,TRUE,"人数：3311人",0,0,0,0,0,0
"181","23","16","24","12","75","21","37","56.8%","8","21","38.1%","9","12","75%","4","30","34","19","8","4","1","10","2","12","36","10","5","17-0(49-61)","16","28","9","19","72","20","46","43.5%","8","22","36.4%","8","10","80%","11","27","38","20","7","8","2","14","7","6","32","10","14","8-0(44-39)",10,"10.27","3075","川崎","琉球",FALSE,TRUE,"人数：3362人",0,0,0,0,0,0
"182","24","21","19","16","80","33","51","64.7%","2","10","20%","8","12","66.7%","7","26","33","22","13","11","0","15","3","16","46","20","7","8-0(49-60)","24","17","11","27","79","29","48","60.4%","3","19","15.8%","12","18","66.7%","13","20","33","12","14","8","4","15","8","4","50","14","13","9-0(67-74)",11,"11.03","3090","川崎","大阪",FALSE,TRUE,"人数：2271人",0,0,0,0,0,0
"183","15","21","21","26","83","25","43","58.1%","8","15","53.3%","9","15","60%","8","27","35","15","14","6","1","10","2","7","44","14","11","10-0(75-82)","22","18","20","20","80","22","42","52.4%","11","31","35.5%","3","4","75%","13","19","32","25","9","8","4","17","10","10","32","15","11","9-0(11-4)",12,"11.04","3091","川崎","大阪",FALSE,TRUE,"人数：2358人",0,0,0,0,0,0
"184","23","13","32","19","87","28","45","62.2%","9","26","34.6%","4","7","57.1%","8","28","36","29","12","6","3","13","12","17","50","11","13","12-0(43-50)","17","22","16","23","78","28","54","51.9%","4","15","26.7%","10","12","83.3%","9","25","34","20","11","7","3","10","17","5","50","10","8","8-0(15-12)",13,"11.07","3099","川崎","富山",FALSE,TRUE,"人数：1551人",0,0,0,0,0,0
"185","17","20","25","17","79","25","41","61%","6","11","54.5%","11","22","50%","8","29","37","17","14","5","2","19","6","18","40","10","11","10-0(59-44)","14","20","14","18","66","19","45","42.2%","5","17","29.4%","13","18","72.2%","11","18","29","17","8","8","3","19","5","0","28","11","10","6-0(6-6)",14,"11.10","3109","川崎","A東京",TRUE,FALSE,"人数：4238人",0,0,0,0,0,0
"186","15","15","15","25","70","19","50","38%","4","12","33.3%","20","24","83.3%","13","22","35","16","5","4","2","21","5","2","34","8","8","8-0(58-70)","25","23","17","22","87","17","31","54.8%","12","25","48%","17","23","73.9%","7","29","36","25","7","3","0","23","6","24","24","11","6","9-0(15-25)",15,"11.11","3110","川崎","A東京",TRUE,FALSE,"人数：4470人",0,0,0,0,0,0
"187","20","24","21","20","85","30","51","58.8%","4","13","30.8%","13","19","68.4%","6","27","33","23","9","7","0","12","4","24","46","14","6","17-0(17-37)","14","11","16","28","69","24","46","52.2%","4","21","19%","9","10","90%","11","27","38","19","16","8","1","18","18","2","38","12","8","8-0(33-46)",16,"11.17","3121","川崎","北海道",FALSE,TRUE,"人数：2084人",0,0,0,0,0,0
"188","25","21","15","21","82","29","50","58%","6","15","40%","6","11","54.5%","9","30","39","25","12","9","1","13","10","21","46","15","10","9-0(8-18)","15","18","19","22","74","18","40","45%","8","26","30.8%","14","18","77.8%","11","25","36","24","12","10","4","15","6","1","34","12","10","10-0(49-55)",17,"11.18","3122","川崎","北海道",FALSE,TRUE,"人数：2464人",0,0,0,0,0,0
"189","12","24","26","17","79","30","54","55.6%","3","10","30%","10","18","55.6%","7","32","39","18","11","3","2","14","7","3","48","3","9","11-0(29-32)","25","22","20","19","86","22","47","46.8%","11","26","42.3%","9","16","56.3%","10","27","37","21","6","8","2","20","17","14","32","9","10","8-0(74-83)",18,"11.23","3143","川崎","栃木",TRUE,FALSE,"人数：4532人",0,0,0,0,0,0
"190","19","16","20","20","75","26","49","53.1%","4","14","28.6%","11","14","78.6%","4","23","27","21","6","6","4","16","10","10","42","12","4","8-0(39-29)","14","15","22","28","79","17","38","44.7%","10","24","41.7%","15","17","88.2%","11","29","40","25","13","2","3","21","6","7","24","2","14","13-0(57-64)",19,"11.24","3144","川崎","栃木",TRUE,FALSE,"人数：4567人",0,0,0,0,0,0
"191","22","21","17","17","77","21","47","44.7%","9","22","40.9%","8","12","66.7%","14","26","40","23","8","11","1","15","11","18","38","21","9","9-0(22-9)","9","25","20","10","64","20","42","47.6%","5","14","35.7%","9","11","81.8%","5","25","30","11","15","4","5","15","4","2","34","5","3","11-0(41-34)",1,"10.06","2996","三遠","京都",TRUE,FALSE,"人数：2146人",0,0,0,0,0,0
"192","25","16","21","26","88","30","50","60%","7","15","46.7%","7","9","77.8%","10","25","35","19","14","4","1","24","8","7","52","10","9","7-0(19-13)","22","23","22","26","93","23","38","60.5%","9","21","42.9%","20","28","71.4%","6","20","26","18","8","7","4","13","15","8","42","15","8","8-0(82-89)",2,"10.07","2997","三遠","京都",TRUE,FALSE,"人数：2139人",0,0,0,0,0,0
"193","21","12","18","9","60","20","45","44.4%","5","15","33.3%","5","8","62.5%","9","25","34","16","16","6","4","19","12","10","34","7","3","6-0(38-45)","14","14","19","23","70","21","45","46.7%","4","15","26.7%","16","21","76.2%","12","25","37","11","11","9","4","13","5","13","32","21","13","13-0(66-53)",3,"10.13","3006","三遠","千葉",FALSE,TRUE,"人数：3890人",0,0,0,0,0,0
"194","14","13","12","17","56","20","37","54.1%","3","20","15%","7","12","58.3%","6","28","34","14","16","9","3","12","7","5","34","13","8","8-0(68-50)","27","18","21","7","73","24","53","45.3%","7","15","46.7%","4","7","57.1%","10","33","43","14","11","7","4","14","9","27","34","19","9","19-0(31-14)",4,"10.14","3007","三遠","千葉",FALSE,TRUE,"人数：4222人",0,0,0,0,0,0
"195","17","8","12","11","48","18","40","45%","2","19","10.5%","6","7","85.7%","9","33","42","13","13","5","4","12","6","6","24","9","4","7-0(3-9)","16","18","10","17","61","18","45","40%","6","22","27.3%","7","10","70%","11","30","41","16","7","7","1","8","3","13","32","5","10","9-0(29-21)",5,"10.17","3027","三遠","新潟",FALSE,TRUE,"人数：2957人",0,0,0,0,0,0
"196","23","15","12","13","63","24","52","46.2%","3","16","18.8%","6","9","66.7%","11","16","27","19","8","7","0","23","6","5","38","10","7","8-0(13-8)","22","18","30","26","96","29","45","64.4%","7","18","38.9%","17","20","85%","11","33","44","24","9","6","3","16","10","33","32","10","10","12-0(42-59)",6,"10.20","3043","三遠","琉球",TRUE,FALSE,"人数：1436人",0,0,0,0,0,0
"197","17","10","13","20","60","25","52","48.1%","1","10","10%","7","13","53.8%","9","27","36","12","15","1","3","21","2","3","38","3","9","6-0(46-69)","26","19","22","24","91","27","51","52.9%","7","21","33.3%","16","19","84.2%","12","29","41","17","7","6","1","20","7","32","38","17","13","8-0(13-26)",7,"10.21","3044","三遠","琉球",TRUE,FALSE,"人数：1985人",0,0,0,0,0,0
"198","8","15","24","18","65","26","54","48.1%","3","11","27.3%","4","5","80%","8","38","46","17","17","5","0","16","10","14","44","15","8","8-0(43-55)","10","17","16","13","56","17","43","39.5%","3","20","15%","13","18","72.2%","9","26","35","10","13","9","1","7","0","7","28","16","3","7-0(21-14)",8,"10.24","3052","三遠","川崎",FALSE,TRUE,"人数：3021人",0,0,0,0,0,0
"199","8","13","20","13","54","14","35","40%","7","24","29.2%","5","10","50%","6","29","35","14","10","3","1","19","5","0","20","5","6","5-0(22-13)","22","12","23","20","77","19","40","47.5%","9","24","37.5%","12","16","75%","9","33","42","16","9","5","2","14","7","25","36","10","11","7-0(36-21)",9,"10.27","3062","三遠","新潟",FALSE,TRUE,"人数：1952人",0,0,0,0,0,0
"200","21","19","29","22","91","26","43","60.5%","11","27","40.7%","6","10","60%","5","30","35","26","3","6","0","13","13","27","38","13","4","11-0(0-11)","13","18","20","21","72","25","44","56.8%","3","18","16.7%","13","14","92.9%","4","31","35","14","8","2","2","11","6","0","40","0","3","11-0(17-21)",10,"10.28","3063","三遠","新潟",FALSE,TRUE,"人数：1958人",0,0,0,0,0,0
"201","21","17","27","21","86","22","50","44%","9","16","56.3%","15","23","65.2%","11","31","42","27","15","2","1","22","11","21","38","12","11","10-0(38-29)","12","17","21","30","80","27","59","45.8%","4","15","26.7%","14","24","58.3%","14","25","39","18","11","10","7","22","19","1","44","21","11","11-0(81-74)",11,"11.03","3086","三遠","北海道",TRUE,FALSE,"人数：1531人",0,0,0,0,0,0
