TEAM,NO,PLAYER,PO,G,GS,MIN,MINPG,PTS,PPG,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OR,DR,TR,RPG,AS,APG,TO,ST,BS,BSR,F,FD,EFF
三河,4,狩俣　昌也,PG,54,20,886:31:00,16:25,221,4.1,75,220,34.10%,45,127,35.40%,26,36,72.20%,17,67,84,1.6,62,1.1,35,28,3,3,87,48,4
A東京,7,正中　岳城,PG,55,23,792:17:00,14:24,199,3.6,71,196,36.20%,43,123,35.00%,14,18,77.80%,20,64,84,1.5,31,0.6,14,5,4,2,64,27,3
北海道,32,松島 良豪,PG,60,12,1207:09:00,20:07,198,3.3,80,187,42.80%,10,39,25.60%,28,37,75.70%,34,123,157,2.6,184,3.1,65,71,3,5,130,54,7
三河,9,森川　正明,SF,55,6,445:06:00,8:05,196,3.6,72,181,39.80%,26,76,34.20%,26,30,86.70%,10,18,28,0.5,10,0.2,35,8,3,8,48,25,2
新潟,32,池田 雄一,SF,53,22,1045:55:00,19:44,187,3.5,59,168,35.10%,47,127,37.00%,22,25,88.00%,15,96,111,2.1,22,0.4,14,15,6,5,100,39,4
仙台,6,菊池 真人,PF,60,33,1080:55:00,18:00,181,3,73,198,36.90%,8,35,22.90%,27,38,71.10%,72,91,163,2.7,42,0.7,46,31,34,18,143,61,4
大阪,11,綿貫　瞬,PG,47,7,783:31:00,16:40,174,3.7,55,162,34.00%,24,59,40.70%,40,50,80.00%,47,53,100,2.1,57,1.2,40,25,3,6,30,69,4
横浜,13,山田 謙治,PG,52,18,892:34:00,17:09,172,3.3,56,184,30.40%,22,91,24.20%,38,55,69.10%,6,59,65,1.3,63,1.2,53,23,3,11,100,69,2
SR渋谷,14,大塚 裕土,PG/SG,52,5,567:45:00,10:55,172,3.3,61,164,37.20%,46,124,37.10%,4,8,50.00%,6,22,28,0.5,11,0.2,16,10,1,5,48,10,2
北海道,13,ジョーダン・バチンスキー,C,19,0,304:18:00,16:00,171,9,72,145,49.70%,0,0,0.00%,27,47,57.40%,41,69,110,5.8,4,0.2,16,3,24,8,42,46,11
名古屋D,23,デイビット・ウィーバー,C,24,0,414:49:00,17:17,170,7.1,75,124,60.50%,2,7,28.60%,18,34,52.90%,37,56,93,3.9,7,0.3,13,14,19,2,67,36,9
千葉,31,原　修太,SG/SF,40,4,598:42:00,14:58,169,4.2,63,144,43.80%,28,78,35.90%,15,31,48.40%,16,35,51,1.3,27,0.7,19,15,5,7,85,40,4
川崎,11,野本 建吾,SF/PF,55,0,513:16:00,9:19,161,2.9,65,123,52.80%,0,7,0.00%,31,53,58.50%,24,60,84,1.5,26,0.5,28,12,8,8,61,46,3
名古屋D,18,中務　敏宏,SG/SF,55,5,724:36:00,13:10,158,2.9,56,158,35.40%,36,105,34.30%,10,17,58.80%,19,57,76,1.4,19,0.3,25,17,9,9,42,32,3
仙台,4,志村 雄彦,PG,60,25,1198:00:00,19:58,158,2.6,59,172,34.30%,23,77,29.90%,17,22,77.30%,23,92,115,1.9,122,2,46,48,3,5,146,81,5
琉球,10,波多野 和也,PF/C,58,9,704:29:00,12:08,158,2.7,72,182,39.60%,0,0,0.00%,14,26,53.80%,62,83,145,2.5,16,0.3,22,19,10,22,100,38,4
滋賀,8,田中 大地,SF,40,26,823:33:00,20:35,157,3.9,61,152,40.10%,21,70,30.00%,14,27,51.90%,59,85,144,3.6,19,0.5,27,23,6,5,65,41,5
秋田,16,高橋　憲一,SG,55,2,698:34:00,12:42,152,2.8,54,150,36.00%,36,99,36.40%,8,12,66.70%,7,31,38,0.7,41,0.7,38,11,1,6,29,22,2
大阪,20,合田　怜,PG,55,2,629:07:00,11:26,142,2.6,47,112,42.00%,19,62,30.60%,29,43,67.40%,18,54,72,1.3,58,1.1,38,35,7,6,70,70,4
SR渋谷,1,清水　太志郎,PG/SG,49,6,621:20:00,12:40,140,2.9,52,154,33.80%,27,95,28.40%,9,12,75.00%,11,50,61,1.2,43,0.9,26,11,3,2,60,23,3
滋賀,23,横江 豊,PG,55,0,585:56:00,10:39,138,2.5,56,149,37.60%,3,22,13.60%,23,32,71.90%,17,50,67,1.2,36,0.7,23,15,1,7,67,34,2
名古屋D,1,藤永 佳昭,PG,58,0,625:05:00,10:46,134,2.3,51,145,35.20%,21,54,38.90%,11,16,68.80%,22,46,68,1.2,60,1,33,33,2,7,86,31,3
三河,3,柏木　真介,PG,47,2,689:31:00,14:40,132,2.8,48,139,34.50%,23,76,30.30%,13,21,61.90%,17,51,68,1.4,57,1.2,35,33,4,7,72,38,3
仙台,7,坂本　ジェイ,PF,28,27,567:38:00,20:16,128,4.6,48,136,35.30%,2,6,33.30%,30,51,58.80%,49,102,151,5.4,17,0.6,29,19,26,15,77,41,7
A東京,35,伊藤　大司,PG,60,4,1031:49:00,17:11,124,2.1,43,151,28.50%,25,84,29.80%,13,17,76.50%,12,68,80,1.3,47,0.8,19,32,5,5,98,48,3
滋賀,0,小林 遥太,PG,59,28,836:53:00,14:11,123,2.1,49,159,30.80%,14,52,26.90%,11,14,78.60%,20,60,80,1.4,81,1.4,36,26,2,10,90,29,3
栃木,24,トミー ブレントン,SF/PF,52,0,597:03:00,11:28,122,2.3,33,109,30.30%,2,23,8.70%,54,92,58.70%,96,116,212,4.1,111,2.1,56,30,7,7,91,86,6
琉球,8,大宮 宏正,PF,52,18,649:15:00,12:29,121,2.3,54,117,46.20%,0,1,0.00%,13,19,68.40%,56,97,153,2.9,16,0.3,33,18,15,10,93,34,4
千葉,1,阿部　友和,PG,55,0,729:49:00,13:16,119,2.2,47,110,42.70%,19,48,39.60%,6,6,100.00%,23,55,78,1.4,87,1.6,52,40,1,5,89,31,4
名古屋D,11,鵜澤 潤,PF,44,9,324:11:00,7:22,111,2.5,41,87,47.10%,20,47,42.60%,9,12,75.00%,10,33,43,1,7,0.2,7,3,4,3,30,14,3
三遠,47,並里　祐,PG,57,0,478:25:00,8:23,110,1.9,40,108,37.00%,21,62,33.90%,9,13,69.20%,3,26,29,0.5,47,0.8,31,5,1,0,68,38,2
SR渋谷,39,藤高 宗一郎,SF,57,2,508:40:00,8:55,110,1.9,43,100,43.00%,11,30,36.70%,13,21,61.90%,33,38,71,1.2,23,0.4,25,10,1,6,40,33,2
琉球,16,渡辺 竜之佑,PG/SG,40,1,516:37:00,12:54,107,2.7,43,96,44.80%,5,22,22.70%,16,29,55.20%,47,89,136,3.4,29,0.7,17,24,4,5,62,33,5
琉球,32,山内 盛久,PG/SG,46,7,507:57:00,11:02,104,2.3,42,114,36.80%,12,39,30.80%,8,9,88.90%,18,40,58,1.3,36,0.8,39,37,6,4,51,35,3
秋田,17,中山 拓哉,PG/SG,22,5,363:40:00,16:31,103,4.7,39,85,45.90%,11,27,40.70%,14,21,66.70%,17,26,43,2,27,1.2,17,19,3,3,36,25,6
秋田,11,菅澤 紀行,SF/PF,56,7,632:20:00,11:17,101,1.8,32,130,24.60%,20,99,20.20%,17,23,73.90%,25,42,67,1.2,20,0.4,23,13,1,8,70,25,1
富山,13,比留木　謙司,PF,47,2,408:19:00,8:41,97,2.1,38,90,42.20%,11,38,28.90%,10,15,66.70%,23,46,69,1.5,17,0.4,15,10,6,2,86,40,3
A東京,44,トレント・プレイステッド,C,22,0,302:10:00,13:44,92,4.2,40,82,48.80%,0,0,0.00%,12,15,80.00%,32,56,88,4,17,0.8,18,12,10,7,43,29,7
新潟,5,佐藤 優樹,SG,56,7,713:41:00,12:44,92,1.6,42,132,31.80%,5,22,22.70%,3,5,60.00%,33,39,72,1.3,25,0.4,18,19,1,3,69,14,2
北海道,3,牧 全,SG,29,0,366:20:00,12:37,80,2.8,27,78,34.60%,9,24,37.50%,17,26,65.40%,13,47,60,2.1,22,0.8,20,5,0,7,50,27,3
川崎,15,谷口 光貴,SG,39,0,289:48:00,7:25,79,2,30,91,33.00%,16,57,28.10%,3,3,100.00%,5,15,20,0.5,32,0.8,23,6,2,2,26,14,1
富山,42,嶋田　基志,PF,42,12,496:33:00,11:49,77,1.8,35,98,35.70%,2,14,14.30%,5,10,50.00%,29,61,90,2.1,9,0.2,15,11,8,5,61,15,3
富山,7,宮永　雄太,PG,49,6,533:24:00,10:53,76,1.6,29,78,37.20%,16,44,36.40%,2,6,33.30%,5,42,47,1,57,1.2,30,11,0,1,35,13,2
千葉,11,西村　文男,PG,17,0,226:14:00,13:18,76,4.5,27,65,41.50%,17,43,39.50%,5,7,71.40%,3,8,11,0.6,20,1.2,10,13,1,2,24,12,4
名古屋D,9,安藤 周人,SG,21,8,255:42:00,12:10,74,3.5,25,83,30.10%,16,67,23.90%,8,10,80.00%,4,24,28,1.3,17,0.8,3,6,0,2,18,9,3
千葉,22,上江田　勇樹,SG/SF,32,10,294:55:00,9:12,66,2.1,25,66,37.90%,12,40,30.00%,4,8,50.00%,5,12,17,0.5,10,0.3,11,10,3,1,35,10,2
大阪,8,久保田　遼,PF,45,3,395:06:00,8:46,65,1.4,25,85,29.40%,1,4,25.00%,14,26,53.80%,25,38,63,1.4,14,0.3,17,4,4,10,54,30,1
千葉,44,伊藤　俊亮,C,38,0,301:43:00,7:56,63,1.7,25,47,53.20%,0,2,0.00%,13,29,44.80%,23,20,43,1.1,12,0.3,17,7,3,7,70,28,2
秋田,18,藤江　建典,SF,40,3,302:08:00,7:33,59,1.5,22,77,28.60%,2,15,13.30%,13,17,76.50%,7,11,18,0.5,21,0.5,19,9,0,5,46,13,1
川崎,3,晴山 ケビン,SF,32,6,181:53:00,5:41,56,1.8,18,58,31.00%,9,39,23.10%,11,12,91.70%,0,16,16,0.5,3,0.1,9,4,0,2,19,9,1
富山,81,小原 翼,PF,23,20,443:34:00,19:17,54,2.3,25,54,46.30%,0,0,0.00%,4,7,57.10%,33,41,74,3.2,7,0.3,8,6,4,4,60,10,5
三遠,9,川満　寿史,SF,32,0,238:38:00,7:27,52,1.6,19,58,32.80%,9,35,25.70%,5,6,83.30%,4,21,25,0.8,7,0.2,4,1,1,2,27,12,1
栃木,21,橋本 晃佑,PF/C,37,0,146:48:00,3:58,52,1.4,19,60,31.70%,7,19,36.80%,7,13,53.80%,11,11,22,0.6,1,0,4,1,5,3,19,7,1
横浜,3,蒲谷 正之,SG,30,0,304:56:00,10:09,46,1.5,22,62,35.50%,1,13,7.70%,1,2,50.00%,6,19,25,0.8,15,0.5,9,10,0,1,29,9,2
川崎,18,鎌田 裕也,PF/C,43,0,259:31:00,6:02,42,1,16,45,35.60%,2,2,100.00%,8,13,61.50%,13,21,34,0.8,2,0,2,0,3,7,42,9,1
三河,24,加藤　寿一,SG,42,0,184:07:00,4:23,41,1,16,52,30.80%,6,19,31.60%,3,4,75.00%,10,7,17,0.4,9,0.2,12,3,2,0,20,12,1
A東京,8,二ノ宮　康平,PG,24,0,115:52:00,4:49,37,1.5,12,34,35.30%,6,22,27.30%,7,9,77.80%,1,9,10,0.4,13,0.5,4,1,2,1,17,9,1
仙台,33,楯　昌宗,PG,30,0,150:52:00,5:01,37,1.2,12,40,30.00%,6,20,30.00%,7,8,87.50%,3,9,12,0.4,1,0,9,4,0,4,39,11,1
秋田,2,水町 亮介,PG,45,2,468:48:00,10:25,34,0.8,16,64,25.00%,0,12,0.00%,2,4,50.00%,11,37,48,1.1,30,0.7,27,20,0,7,44,17,1
栃木,46,生原 秀将,PG,11,0,78:09:00,7:06,33,3,11,28,39.30%,6,10,60.00%,5,5,100.00%,2,7,9,0.8,2,0.2,5,0,1,1,5,5,2
滋賀,22,樋口 大倫,PF,42,2,236:08:00,5:37,33,0.8,15,48,31.30%,0,0,0.00%,3,3,100.00%,20,24,44,1,7,0.2,9,11,1,6,48,15,1
横浜,33,喜久山　貴一,PG/SG,14,0,63:38:00,4:32,30,2.1,10,25,40.00%,7,19,36.80%,3,6,50.00%,1,2,3,0.2,5,0.4,7,0,0,0,12,4,1
三河,34,高橋　マイケル,SF,19,2,133:13:00,7:00,30,1.6,10,39,25.60%,4,20,20.00%,6,8,75.00%,5,22,27,1.4,7,0.4,9,0,1,0,13,7,1
北海道,1,関野 剛平,SG/SF,18,0,126:28:00,7:01,28,1.6,8,28,28.60%,7,14,50.00%,5,7,71.40%,5,5,10,0.6,7,0.4,5,5,0,1,14,9,1
栃木,3,前村 雄大,PG/SG,24,0,73:49:00,3:04,27,1.1,10,25,40.00%,3,11,27.30%,4,6,66.70%,0,2,2,0.1,6,0.3,3,1,0,3,14,3,1
横浜,21,満田 丈太郎,SG,17,0,83:34:00,4:54,26,1.5,8,28,28.60%,6,16,37.50%,4,8,50.00%,5,7,12,0.7,6,0.4,6,4,0,1,8,4,1
京都,17,日下　光,PG/SG,24,0,114:56:00,4:47,26,1.1,8,17,47.10%,7,15,46.70%,3,4,75.00%,1,8,9,0.4,2,0.1,9,3,1,0,14,8,1
富山,12,田中 健介,PG,12,5,170:22:00,14:11,24,2,6,27,22.20%,3,14,21.40%,9,9,100.00%,6,6,12,1,19,1.6,17,12,0,0,12,10,2
千葉,25,荒尾　岳,PF,31,0,200:49:00,6:28,22,0.7,8,17,47.10%,0,0,0.00%,6,11,54.50%,12,9,21,0.7,8,0.3,5,7,0,1,27,9,1
三遠,3,大口　真洋,SG,20,0,71:02:00,3:33,19,1,7,20,35.00%,3,16,18.80%,2,2,100.00%,2,4,6,0.3,1,0.1,1,2,0,0,3,2,1
三河,33,市岡　ショーン,PF,22,1,164:18:00,7:28,17,0.8,6,20,30.00%,0,0,0.00%,5,10,50.00%,10,37,47,2.1,6,0.3,7,4,6,1,25,8,2
新潟,16,本間 遼太郎,PG,24,0,74:45:00,3:06,10,0.4,3,8,37.50%,2,6,33.30%,2,2,100.00%,0,4,4,0.2,3,0.1,3,1,1,1,15,4,0
北海道,17,川邉　亮平,SF,7,0,55:17:00,7:53,9,1.3,3,10,30.00%,1,5,20.00%,2,2,100.00%,3,5,8,1.1,2,0.3,3,3,0,1,5,4,2
横浜,7,堀川　竜一,SF,17,0,71:28:00,4:12,7,0.4,2,14,14.30%,1,9,11.10%,2,2,100.00%,1,9,10,0.6,0,0,2,1,1,0,9,1,0
北海道,42,貝沼　雄介,SG,12,0,31:17:00,2:36,6,0.5,2,11,18.20%,2,6,33.30%,0,0,0.00%,0,2,2,0.2,0,0,4,0,0,2,2,2,0
京都,45,頓宮 裕人,PF/C,6,0,7:52,1:18,5,0.8,2,7,28.60%,0,0,0.00%,1,4,25.00%,1,1,2,0.3,0,0,1,0,0,0,1,2,0
滋賀,24,高橋　耕陽,SG/SF,12,0,28:14:00,2:21,4,0.3,2,12,16.70%,0,7,0.00%,0,0,0.00%,2,3,5,0.4,0,0,1,0,0,0,4,3,0
A東京,1,セオン・エディ,SG,6,0,14:35,2:25,4,0.7,1,3,33.30%,0,0,0.00%,2,2,100.00%,0,3,3,0.5,0,0,0,0,0,1,0,1,1
新潟,8,八幡 圭祐,SG,5,0,5:57,1:11,4,0.8,2,3,66.70%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,1,0,0,0,2,0,0
栃木,31,門馬 圭二郎,SG/SF,1,0,1:56,1:56,3,3,1,4,25.00%,1,3,33.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,1,0,0,0
北海道,33,田原　隆徳,SG,6,0,10:30,1:45,3,0.5,1,4,25.00%,0,1,0.00%,1,2,50.00%,0,0,0,0,0,0,1,1,0,1,4,1,0
三河,2,中村　太地,PG,1,0,7:46,7:46,3,3,1,2,50.00%,1,1,100.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,3,0,2
仙台,21,谷里　京哉,SF,6,0,15:02,2:30,3,0.5,1,9,11.10%,1,6,16.70%,0,0,0.00%,0,1,1,0.2,0,0,0,1,0,0,0,0,-1
A東京,22,田村　大輔,SG,9,0,19:24,2:09,2,0.2,1,5,20.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,1,0.1,0,0,0,0,1,0,0
横浜,6,岩田　涼太,SG/SF,1,0,1:39,1:39,1,1,0,1,0.00%,0,1,0.00%,1,2,50.00%,0,0,0,0,0,0,0,0,0,0,0,1,-1
秋田,24,保岡　龍斗,SG/SF,2,0,4:30,2:15,0,0,0,2,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,1,0,-1
琉球,40,新城 真司,SF/PF,9,0,11:04,1:13,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,2,2,0.2,1,0.1,0,0,0,0,4,0,0
栃木,91,落合 知也,SF/PF,4,0,7:45,1:56,0,0,0,2,0.00%,0,1,0.00%,0,0,0.00%,1,1,2,0.5,0,0,0,0,0,0,0,1,0
新潟,22,田口　凜,SG,1,0,1:22,1:22,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0
大阪,35,澤邉　圭太,SG,6,0,10:24,1:44,0,0,0,2,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,1,0,0,1,0,0,-1
滋賀,9,佐野　太一,PG,3,0,3:22,1:07,0,0,0,1,0.00%,0,1,0.00%,0,0,0.00%,0,0,0,0,0,0,1,0,0,0,0,0,-1
A東京,-,トロイ　ギレンウォーター,PF,26,26,576:00:00,22:09,447,17.2,152,274,55.50%,26,65,40.00%,117,139,84.20%,45,109,154,5.9,35,1.3,37,18,8,10,55,108,19
秋田,-,ディショーン・スティーブンス,PF,41,10,856:45:00,20:53,422,10.3,176,303,58.10%,6,20,30.00%,64,121,52.90%,111,186,297,7.2,28,0.7,52,28,21,29,97,121,14
秋田,-,ケビン・パルマー,SF/PF,29,11,550:30:00,18:58,349,12,127,293,43.30%,47,136,34.60%,48,72,66.70%,33,112,145,5,54,1.9,49,47,6,23,59,68,12
京都,-,ローレンス・ヒル,PF,40,15,690:51:00,17:16,297,7.4,118,283,41.70%,39,113,34.50%,22,53,41.50%,51,125,176,4.4,37,0.9,49,26,18,9,69,67,8
仙台,-,ディオン・ライト,PF,13,3,377:16:00,29:01:00,219,16.8,92,193,47.70%,16,49,32.70%,19,27,70.40%,33,82,115,8.8,21,1.6,29,11,7,10,25,34,18
富山,-,アール　バロン,C,19,5,397:15:00,20:54,215,11.3,81,206,39.30%,8,26,30.80%,45,58,77.60%,48,87,135,7.1,10,0.5,19,12,3,6,52,58,11
名古屋D,-,ジョーダン・バチンスキー,C,28,1,388:39:00,13:52,160,5.7,62,136,45.60%,0,0,0.00%,36,60,60.00%,55,94,149,5.3,8,0.3,32,5,36,6,51,55,8
三遠,-,リチャード・ロビー,SG/SF,14,9,264:30:00,18:53,152,10.9,56,162,34.60%,10,41,24.40%,30,46,65.20%,12,67,79,5.6,19,1.4,22,17,14,5,25,35,10
北海道,-,青島 心,C,36,4,435:58:00,12:06,106,2.9,45,109,41.30%,0,2,0.00%,16,31,51.60%,29,51,80,2.2,2,0.1,15,7,2,2,86,40,3
SR渋谷,-,チャド・ポスチュマス,C,12,0,199:58:00,16:39,101,8.4,38,76,50.00%,0,0,0.00%,25,35,71.40%,28,41,69,5.8,3,0.3,16,1,0,10,32,28,9
A東京,-,アンドリュー　ネイミック,C,33,7,408:11:00,12:22,95,2.9,42,85,49.40%,0,0,0.00%,11,27,40.70%,48,63,111,3.4,12,0.4,7,4,26,7,58,25,6
富山,-,エンジェル・ガルシア,PF/C,13,2,168:51:00,12:59,78,6,31,90,34.40%,4,33,12.10%,12,22,54.50%,18,35,53,4.1,9,0.7,11,12,7,3,31,16,6
北海道,-,ブライアン　フィッツパトリック,PF,8,1,172:10:00,21:31,53,6.6,23,67,34.30%,4,17,23.50%,3,4,75.00%,14,24,38,4.8,6,0.8,11,1,3,7,17,7,6
SR渋谷,-,カディーム　ジャック,PF/C,4,3,81:30:00,20:22,48,12,19,33,57.60%,2,8,25.00%,8,11,72.70%,6,21,27,6.8,2,0.5,5,4,5,1,8,10,16
大阪,-,劉 瑾,C,17,0,72:42:00,4:16,15,0.9,6,16,37.50%,0,0,0.00%,3,5,60.00%,6,14,20,1.2,5,0.3,3,3,2,2,10,8,2
SR渋谷,-,杉浦　佑成,SF,6,0,26:57:00,4:29,7,1.2,3,13,23.10%,1,9,11.10%,0,0,0.00%,0,3,3,0.5,0,0,1,0,0,0,4,1,0
新潟,-,森井 健太,PG,12,0,63:24:00,5:17,5,0.4,2,6,33.30%,1,3,33.30%,0,1,0.00%,1,2,3,0.3,15,1.3,4,2,0,0,7,2,1
富山,-,呉屋　貴教,SF,0,0,0:55,0,0,0,0,0,0.00%,0,0,0.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0
