"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"2373",27,"","熊谷 尚也熊谷","SF/PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3047","大阪"
"2374",32,"〇","畠山 俊樹畠山","PG","18:44",4,2,5,"40.0%",0,2,"0.0%",0,0,"-",0,2,2,4,2,1,0,0,2,0,0,6,"3047","大阪"
"2375",55,"〇","ジョシュ・ハレルソンハレルソン","PF/C","33:20",17,6,16,"37.5%",3,8,"37.5%",2,2,"100.0%",2,17,19,1,4,1,1,1,2,2,0,25,"3047","大阪"
"2376",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3047","大阪"
"2377",NA,"","合計","","200:00",63,23,56,"41.1%",6,19,"31.6%",11,18,"61.1%",5,31,36,16,14,5,1,1,12,16,0,67,"3047","大阪"
"2378",0,"〇","小林 遥太小林","PG","26:25",5,2,6,"33.3%",1,2,"50.0%",0,0,"-",0,0,0,4,1,0,0,0,1,0,0,4,"3047","名古屋D"
"2379",2,"〇","マーキース・カミングスカミングス","PF","36:17",20,9,20,"45.0%",0,4,"0.0%",2,3,"66.7%",0,4,4,2,4,2,0,0,1,5,0,12,"3047","名古屋D"
"2380",3,"","満田 丈太郎満田","SG/SF","15:41",8,3,5,"60.0%",2,2,"100.0%",0,0,"-",0,0,0,0,0,1,0,0,1,0,0,7,"3047","名古屋D"
"2381",6,"","菊池 真人菊池","PF","06:46",3,1,2,"50.0%",1,1,"100.0%",0,0,"-",0,0,0,0,0,0,0,0,2,0,0,2,"3047","名古屋D"
"2382",8,"","張本 天傑張本","SF/PF","16:28",5,2,4,"50.0%",1,1,"100.0%",0,0,"-",0,2,2,0,0,0,0,0,1,2,0,5,"3047","名古屋D"
"2383",9,"〇","安藤 周人安藤","SG","28:44",10,4,7,"57.1%",2,4,"50.0%",0,0,"-",0,4,4,1,1,1,0,1,4,1,0,12,"3047","名古屋D"
"2384",12,"〇","中東 泰斗中東","SG","20:21",8,4,5,"80.0%",0,1,"0.0%",0,0,"-",0,3,3,4,2,1,0,0,4,2,0,13,"3047","名古屋D"
"2385",13,"","笠井 康平笠井","PG","07:11",2,1,1,"100.0%",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,1,0,0,3,"3047","名古屋D"
"2386",18,"","中務 敏宏中務","SG/SF","05:28",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,1,0,-1,"3047","名古屋D"
"2387",24,"〇","ジャスティン・バーレルバーレル","PF/C","36:39",15,7,14,"50.0%",1,2,"50.0%",0,0,"-",0,16,16,7,1,2,1,0,1,1,3,33,"3047","名古屋D"
"2388",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,0,0,0,0,0,0,0,3,"3047","名古屋D"
"2389",NA,"","合計","","200:00",76,33,65,"50.8%",8,18,"44.4%",2,3,"66.7%",2,31,33,18,9,7,1,1,16,12,3,93,"3047","名古屋D"
"2390",1,"〇","今野 翔太今野","SF","25:31",3,1,2,"50.0%",0,0,"-",1,2,"50.0%",0,1,1,1,1,0,0,1,2,2,0,2,"3048","大阪"
"2391",2,"","長野 誠史長野","PG","01:30",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"3048","大阪"
"2392",3,"","藤高 宗一郎藤高","SF","19:19",8,4,7,"57.1%",0,0,"-",0,0,"-",0,2,2,0,2,1,0,1,1,1,1,6,"3048","大阪"
"2393",10,"〇","ファイ・パプ月瑠パプ月瑠","PF/C","30:49",14,5,15,"33.3%",0,0,"-",4,4,"100.0%",5,8,13,0,0,0,1,0,3,4,0,18,"3048","大阪"
"2394",15,"","根来 新之助根来","SF/PF","02:25",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",1,1,2,0,1,0,0,0,2,0,0,0,"3048","大阪"
"2395",17,"","木下 博之木下","PG/SG","16:05",4,2,5,"40.0%",0,2,"0.0%",0,0,"-",2,1,3,2,2,1,0,0,0,1,0,5,"3048","大阪"
"2396",20,"〇","合田 怜合田","PG/SG","33:40",13,5,12,"41.7%",3,7,"42.9%",0,0,"-",0,2,2,3,0,1,0,0,0,2,0,12,"3048","大阪"
"2397",22,"","ジャマール・ソープソープ","SF/PF","09:41",3,1,4,"25.0%",0,1,"0.0%",1,2,"50.0%",0,1,1,0,0,0,0,0,4,1,0,0,"3048","大阪"
"2398",27,"","熊谷 尚也熊谷","SF/PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3048","大阪"
"2399",32,"〇","畠山 俊樹畠山","PG","23:55",6,2,7,"28.6%",0,0,"-",2,2,"100.0%",1,2,3,8,1,1,0,1,2,2,0,12,"3048","大阪"
"2400",55,"〇","ジョシュ・ハレルソンハレルソン","PF/C","37:05",19,8,16,"50.0%",2,6,"33.3%",1,2,"50.0%",1,12,13,3,3,0,3,0,2,2,0,26,"3048","大阪"
"2401",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,0,3,0,0,0,0,0,0,0,0,3,"3048","大阪"
"2402",NA,"","合計","","200:00",70,28,70,"40.0%",5,18,"27.8%",9,12,"75.0%",13,30,43,17,10,4,4,3,16,15,1,83,"3048","大阪"
"2403",0,"〇","小林 遥太小林","PG","27:36",0,0,2,"0.0%",0,0,"-",0,0,"-",2,1,3,4,0,1,0,0,2,0,0,6,"3048","名古屋D"
"2404",2,"〇","マーキース・カミングスカミングス","PF","33:44",25,8,13,"61.5%",4,5,"80.0%",5,5,"100.0%",0,6,6,4,0,0,1,0,1,5,0,31,"3048","名古屋D"
"2405",3,"","満田 丈太郎満田","SG/SF","06:45",5,2,2,"100.0%",1,1,"100.0%",0,0,"-",0,1,1,2,0,0,1,0,0,0,0,9,"3048","名古屋D"
"2406",6,"","菊池 真人菊池","PF","13:37",4,1,2,"50.0%",1,1,"100.0%",1,2,"50.0%",1,2,3,1,0,1,0,0,1,2,0,7,"3048","名古屋D"
"2407",8,"","張本 天傑張本","SF/PF","16:39",4,1,5,"20.0%",0,2,"0.0%",2,2,"100.0%",0,0,0,0,1,0,0,0,2,3,0,-1,"3048","名古屋D"
"2408",9,"〇","安藤 周人安藤","SG","29:17",10,3,12,"25.0%",1,7,"14.3%",3,3,"100.0%",0,3,3,2,0,1,1,1,2,2,0,8,"3048","名古屋D"
"2409",12,"〇","中東 泰斗中東","SG","22:32",9,4,10,"40.0%",1,2,"50.0%",0,0,"-",1,3,4,1,3,3,0,3,1,0,0,8,"3048","名古屋D"
"2410",13,"","笠井 康平笠井","PG","08:29",2,1,3,"33.3%",0,2,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,2,1,0,0,"3048","名古屋D"
"2411",18,"","中務 敏宏中務","SG/SF","08:42",3,1,2,"50.0%",1,2,"50.0%",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,2,"3048","名古屋D"
"2412",24,"〇","ジャスティン・バーレルバーレル","PF/C","32:39",18,8,15,"53.3%",1,2,"50.0%",1,2,"50.0%",3,9,12,2,3,0,0,0,3,2,0,21,"3048","名古屋D"
"2413",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,5,6,0,0,0,0,0,0,0,0,6,"3048","名古屋D"
"2414",NA,"","合計","","200:00",80,29,66,"43.9%",10,24,"41.7%",12,14,"85.7%",8,30,38,16,7,6,3,4,15,15,0,97,"3048","名古屋D"
"2415",1,"","西 裕太郎西","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3000","滋賀"
"2416",8,"","二ノ宮 康平二ノ宮","PG","11:19",0,0,3,"0.0%",0,2,"0.0%",0,0,"-",0,0,0,6,1,1,0,0,2,1,0,3,"3000","滋賀"
"2417",10,"","紺野 ニズベット 翔紺野","SG/SF","08:10",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,0,0,0,0,1,0,0,2,"3000","滋賀"
"2418",22,"","樋口 大倫樋口","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3000","滋賀"
"2419",24,"〇","高橋 耕陽高橋","SG/SF","23:04",6,2,12,"16.7%",0,6,"0.0%",2,2,"100.0%",1,2,3,4,0,0,0,2,0,1,0,3,"3000","滋賀"
"2420",25,"","荒尾 岳荒尾","PF","15:38",2,1,1,"100.0%",0,0,"-",0,0,"-",0,3,3,1,1,0,2,0,3,0,0,7,"3000","滋賀"
"2421",31,"〇","ガニ・ラワルラワル","PF/C","32:05",27,12,21,"57.1%",0,0,"-",3,4,"75.0%",5,7,12,1,1,0,1,0,4,4,2,30,"3000","滋賀"
"2422",32,"〇","狩野 祐介狩野","SG","28:00",12,4,10,"40.0%",4,8,"50.0%",0,0,"-",0,1,1,0,0,0,0,0,4,0,0,7,"3000","滋賀"
"2423",35,"〇","伊藤 大司伊藤","PG","28:41",4,1,4,"25.0%",0,1,"0.0%",2,2,"100.0%",0,1,1,8,0,1,0,0,3,3,0,11,"3000","滋賀"
"2424",40,"〇","ディオール・フィッシャーフィッシャー","PF/C","34:23",16,7,11,"63.6%",0,0,"-",2,2,"100.0%",1,14,15,1,3,0,1,0,3,1,0,26,"3000","滋賀"
"2425",45,"","鹿野 洵生鹿野","SF","18:40",6,1,5,"20.0%",1,5,"20.0%",3,3,"100.0%",0,3,3,1,1,0,0,0,0,2,0,5,"3000","滋賀"
"2426",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,0,2,0,0,0,0,0,0,0,0,2,"3000","滋賀"
"2427",NA,"","合計","","200:00",73,28,67,"41.8%",5,22,"22.7%",12,13,"92.3%",9,33,42,22,7,2,4,2,20,12,2,96,"3000","滋賀"
"2428",2,"","山口 祐希山口","PG","00:10",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3000","新潟"
"2429",3,"〇","柏木 真介柏木","PG","29:50",4,1,4,"25.0%",1,4,"25.0%",1,2,"50.0%",0,1,1,2,0,0,0,0,3,2,0,3,"3000","新潟"
"2430",7,"〇","五十嵐 圭五十嵐","PG","25:52",14,5,13,"38.5%",4,9,"44.4%",0,0,"-",0,2,2,3,0,0,0,1,0,2,0,11,"3000","新潟"
"2431",11,"","鵜澤 潤鵜澤","PF","15:27",3,1,5,"20.0%",1,3,"33.3%",0,0,"-",0,0,0,0,0,0,0,1,0,0,0,-1,"3000","新潟"
"2432",14,"","石井 峻平石井","SG/SF","07:23",3,1,1,"100.0%",1,1,"100.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,3,"3000","新潟"
"2433",16,"〇","渡辺 竜之佑渡辺","PG/SG","10:37",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,1,1,1,0,0,1,0,0,2,"3000","新潟"
"2434",18,"","森井 健太森井","PG","16:45",3,1,3,"33.3%",1,1,"100.0%",0,0,"-",1,3,4,2,1,0,0,1,2,1,0,6,"3000","新潟"
"2435",22,"","上江田 勇樹上江田","SG/SF","15:38",4,1,6,"16.7%",1,6,"16.7%",1,2,"50.0%",0,0,0,0,0,1,0,0,1,1,0,-1,"3000","新潟"
"2436",32,"","池田 雄一池田","SF","13:55",11,2,3,"66.7%",2,3,"66.7%",5,5,"100.0%",0,3,3,0,0,2,0,0,3,3,0,15,"3000","新潟"
"2437",34,"〇","ラモント・ハミルトンハミルトン","PF/C","30:17",6,3,9,"33.3%",0,3,"0.0%",0,2,"0.0%",0,5,5,0,0,1,2,0,0,1,0,6,"3000","新潟"
"2438",54,"〇","ダバンテ・ガードナーガードナー","C","34:06",30,12,22,"54.5%",1,2,"50.0%",5,9,"55.6%",5,8,13,5,5,1,0,1,2,10,0,30,"3000","新潟"
"2439",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,7,11,0,1,0,0,0,0,0,0,10,"3000","新潟"
"2440",NA,"","合計","","200:00",78,27,66,"40.9%",12,32,"37.5%",12,20,"60.0%",10,30,40,13,8,6,2,4,12,20,0,84,"3000","新潟"
"2441",1,"","西 裕太郎西","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3001","滋賀"
"2442",8,"","二ノ宮 康平二ノ宮","PG","25:37",2,1,7,"14.3%",0,5,"0.0%",0,0,"-",1,2,3,9,3,1,0,1,3,1,0,6,"3001","滋賀"
"2443",10,"","紺野 ニズベット 翔紺野","SG/SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3001","滋賀"
"2444",22,"","樋口 大倫樋口","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3001","滋賀"
"2445",24,"〇","高橋 耕陽高橋","SG/SF","22:24",7,3,7,"42.9%",1,4,"25.0%",0,0,"-",1,2,3,3,3,0,2,0,0,0,0,8,"3001","滋賀"
"2446",25,"","荒尾 岳荒尾","PF","13:14",0,0,1,"0.0%",0,0,"-",0,2,"0.0%",2,0,2,1,0,1,0,0,4,1,0,1,"3001","滋賀"
"2447",31,"〇","ガニ・ラワルラワル","PF/C","30:14",16,8,22,"36.4%",0,0,"-",0,0,"-",2,11,13,3,3,1,3,1,4,4,2,19,"3001","滋賀"
"2448",32,"〇","狩野 祐介狩野","SG","30:39",26,10,16,"62.5%",5,11,"45.5%",1,1,"100.0%",0,0,0,3,1,1,0,1,0,2,0,23,"3001","滋賀"
"2449",35,"〇","伊藤 大司伊藤","PG","21:39",4,1,3,"33.3%",1,2,"50.0%",1,2,"50.0%",0,1,1,4,0,1,0,0,1,1,0,7,"3001","滋賀"
"2450",40,"〇","ディオール・フィッシャーフィッシャー","PF/C","36:32",15,6,8,"75.0%",1,1,"100.0%",2,2,"100.0%",3,13,16,2,4,1,0,0,4,2,0,28,"3001","滋賀"
"2451",45,"","鹿野 洵生鹿野","SF","19:41",5,2,5,"40.0%",0,3,"0.0%",1,1,"100.0%",1,1,2,0,1,0,0,0,1,2,0,3,"3001","滋賀"
"2452",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,0,0,0,0,0,0,0,3,"3001","滋賀"
"2453",NA,"","合計","","200:00",75,31,69,"44.9%",8,26,"30.8%",5,8,"62.5%",12,31,43,25,15,6,5,3,17,13,2,98,"3001","滋賀"
"2454",2,"","山口 祐希山口","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3001","新潟"
"2455",3,"〇","柏木 真介柏木","PG","25:01",3,1,4,"25.0%",1,3,"33.3%",0,0,"-",0,0,0,2,2,0,0,0,1,2,0,0,"3001","新潟"
"2456",7,"〇","五十嵐 圭五十嵐","PG","34:12",22,7,16,"43.8%",4,11,"36.4%",4,5,"80.0%",0,5,5,5,2,2,0,1,3,4,0,22,"3001","新潟"
"2457",11,"","鵜澤 潤鵜澤","PF","04:24",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3001","新潟"
"2458",14,"","石井 峻平石井","SG/SF","01:12",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3001","新潟"
"2459",16,"〇","渡辺 竜之佑渡辺","PG/SG","23:29",4,2,3,"66.7%",0,0,"-",0,0,"-",5,4,9,2,2,2,0,1,2,0,0,14,"3001","新潟"
"2460",18,"","森井 健太森井","PG","16:28",0,0,4,"0.0%",0,2,"0.0%",0,0,"-",0,2,2,2,1,2,0,1,1,0,0,1,"3001","新潟"
"2461",22,"","上江田 勇樹上江田","SG/SF","04:01",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,1,0,0,0,0,0,0,-2,"3001","新潟"
"2462",32,"","池田 雄一池田","SF","15:37",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,1,0,0,0,0,3,1,0,1,"3001","新潟"
"2463",34,"〇","ラモント・ハミルトンハミルトン","PF/C","37:56",23,8,15,"53.3%",2,4,"50.0%",5,6,"83.3%",1,8,9,2,1,0,2,0,2,5,0,27,"3001","新潟"
"2464",54,"〇","ダバンテ・ガードナーガードナー","C","37:40",19,6,22,"27.3%",0,3,"0.0%",7,7,"100.0%",0,4,4,0,1,1,1,2,2,5,1,8,"3001","新潟"
"2465",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,3,5,0,2,0,0,0,0,0,0,3,"3001","新潟"
"2466",NA,"","合計","","200:00",71,24,66,"36.4%",7,25,"28.0%",16,18,"88.9%",8,27,35,14,12,7,3,5,14,17,1,74,"3001","新潟"
"2467",0,"","藤井 祐眞藤井","PG/SG","24:43",11,2,4,"50.0%",2,3,"66.7%",5,6,"83.3%",0,2,2,3,1,2,0,0,2,5,0,14,"3010","川崎"
"2468",3,"","林 翔太郎林","SF","23:29",12,5,7,"71.4%",2,2,"100.0%",0,0,"-",0,2,2,3,1,0,0,0,3,0,0,14,"3010","川崎"
"2469",4,"","青木 保憲青木","PG","01:16",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,1,0,0,0,0,0,0,0,1,"3010","川崎"
"2470",7,"〇","篠山 竜青篠山","PG","26:56",2,1,3,"33.3%",0,1,"0.0%",0,2,"0.0%",0,2,2,2,2,1,0,0,2,1,0,1,"3010","川崎"
"2471",14,"〇","辻 直人辻","SG","27:05",3,0,9,"0.0%",0,6,"0.0%",3,4,"75.0%",0,1,1,4,0,0,0,0,2,3,0,-2,"3010","川崎"
"2472",18,"","鎌田 裕也鎌田","PF/C","06:45",2,1,2,"50.0%",0,0,"-",0,0,"-",1,1,2,1,0,0,0,0,0,1,0,4,"3010","川崎"
"2473",21,"〇","バーノン・マクリンマクリン","PF/C","31:23",14,6,12,"50.0%",0,1,"0.0%",2,4,"50.0%",4,4,8,4,0,3,1,2,0,4,0,22,"3010","川崎"
"2474",22,"","ニック・ファジーカスファジーカス","C","16:33",9,4,11,"36.4%",0,1,"0.0%",1,2,"50.0%",2,10,12,1,2,0,0,2,1,2,0,12,"3010","川崎"
"2475",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","24:27",21,8,15,"53.3%",1,4,"25.0%",4,5,"80.0%",0,3,3,2,2,3,3,0,3,4,3,22,"3010","川崎"
"2476",33,"〇","長谷川 技長谷川","SF","17:23",2,1,2,"50.0%",0,1,"0.0%",0,0,"-",0,1,1,0,1,1,0,0,2,1,0,2,"3010","川崎"
"2477",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,3,6,0,1,0,0,0,0,0,0,5,"3010","川崎"
"2478",NA,"","合計","","200:00",76,28,65,"43.1%",5,19,"26.3%",15,23,"65.2%",10,29,39,21,10,10,4,4,15,21,3,95,"3010","川崎"
"2479",1,"","西 裕太郎西","PG","00:52",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"3010","滋賀"
"2480",8,"","二ノ宮 康平二ノ宮","PG","20:23",4,2,9,"22.2%",0,3,"0.0%",0,0,"-",0,0,0,0,2,0,0,1,1,0,0,-5,"3010","滋賀"
"2481",10,"","紺野 ニズベット 翔紺野","SG/SF","05:28",1,0,0,"-",0,0,"-",1,2,"50.0%",0,2,2,0,1,0,0,0,0,1,0,1,"3010","滋賀"
"2482",22,"","樋口 大倫樋口","PF","00:52",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3010","滋賀"
"2483",24,"〇","高橋 耕陽高橋","SG/SF","32:00",19,8,18,"44.4%",0,6,"0.0%",3,3,"100.0%",0,1,1,2,3,2,0,1,1,3,0,11,"3010","滋賀"
"2484",25,"","荒尾 岳荒尾","PF","13:42",0,0,2,"0.0%",0,0,"-",0,0,"-",0,2,2,0,0,0,0,0,2,0,0,0,"3010","滋賀"
"2485",31,"〇","ガニ・ラワルラワル","PF/C","30:51",11,5,11,"45.5%",0,0,"-",1,2,"50.0%",4,4,8,2,3,0,2,0,5,4,0,13,"3010","滋賀"
"2486",32,"〇","狩野 祐介狩野","SG","29:17",13,5,10,"50.0%",3,6,"50.0%",0,0,"-",1,3,4,1,1,3,0,0,4,1,0,15,"3010","滋賀"
"2487",35,"〇","伊藤 大司伊藤","PG","18:45",3,1,6,"16.7%",1,4,"25.0%",0,0,"-",1,3,4,0,1,0,0,1,1,1,0,1,"3010","滋賀"
"2488",40,"〇","ディオール・フィッシャーフィッシャー","PF/C","34:35",11,4,8,"50.0%",0,1,"0.0%",3,3,"100.0%",4,8,12,6,2,0,2,1,4,5,0,25,"3010","滋賀"
"2489",45,"","鹿野 洵生鹿野","SF","13:15",2,1,4,"25.0%",0,2,"0.0%",0,0,"-",0,1,1,1,3,1,0,0,2,0,0,-1,"3010","滋賀"
"2490",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,4,7,0,0,0,0,0,0,0,0,7,"3010","滋賀"
"2491",NA,"","合計","","200:00",64,26,68,"38.2%",4,22,"18.2%",8,10,"80.0%",13,28,41,12,16,6,4,4,21,15,0,67,"3010","滋賀"
"2492",0,"","藤井 祐眞藤井","PG/SG","29:03",1,0,5,"0.0%",0,4,"0.0%",1,2,"50.0%",1,3,4,4,2,1,0,0,2,2,0,2,"3011","川崎"
"2493",3,"","林 翔太郎林","SF","15:57",3,1,1,"100.0%",1,1,"100.0%",0,0,"-",0,2,2,1,0,0,1,0,1,2,0,7,"3011","川崎"
"2494",4,"","青木 保憲青木","PG","01:44",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3011","川崎"
"2495",7,"〇","篠山 竜青篠山","PG","23:09",9,3,6,"50.0%",0,2,"0.0%",3,3,"100.0%",0,3,3,1,1,1,0,0,4,2,0,10,"3011","川崎"
"2496",14,"〇","辻 直人辻","SG","26:04",6,1,8,"12.5%",0,5,"0.0%",4,5,"80.0%",0,1,1,7,0,1,0,0,3,4,0,7,"3011","川崎"
"2497",18,"","鎌田 裕也鎌田","PF/C","00:39",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,2,0,0,0,"3011","川崎"
"2498",21,"〇","バーノン・マクリンマクリン","PF/C","29:24",6,3,7,"42.9%",0,0,"-",0,1,"0.0%",7,6,13,5,2,0,2,0,4,2,1,19,"3011","川崎"
"2499",22,"","ニック・ファジーカスファジーカス","C","20:49",16,5,15,"33.3%",0,2,"0.0%",6,8,"75.0%",2,6,8,3,2,0,0,1,0,4,0,13,"3011","川崎"
"2500",31,"〇","シェーン・エドワーズエドワーズ","SF/PF","29:08",16,7,15,"46.7%",1,3,"33.3%",1,6,"16.7%",2,3,5,1,1,0,0,1,4,4,1,8,"3011","川崎"
"2501",33,"〇","長谷川 技長谷川","SF","24:03",11,3,4,"75.0%",2,3,"66.7%",3,3,"100.0%",0,1,1,0,1,0,0,0,1,2,0,10,"3011","川崎"
"2502",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3011","川崎"
"2503",NA,"","合計","","200:00",68,23,61,"37.7%",4,20,"20.0%",18,28,"64.3%",12,25,37,22,9,3,3,2,21,22,2,76,"3011","川崎"
"2504",1,"","西 裕太郎西","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3011","滋賀"
"2505",8,"","二ノ宮 康平二ノ宮","PG","22:42",5,1,5,"20.0%",1,5,"20.0%",2,2,"100.0%",0,2,2,5,2,1,0,0,2,2,0,7,"3011","滋賀"
"2506",10,"","紺野 ニズベット 翔紺野","SG/SF","04:12",0,0,1,"0.0%",0,0,"-",0,0,"-",0,1,1,0,0,1,0,1,2,0,0,1,"3011","滋賀"
"2507",22,"","樋口 大倫樋口","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3011","滋賀"
"2508",24,"〇","高橋 耕陽高橋","SG/SF","32:01",7,3,13,"23.1%",1,4,"25.0%",0,0,"-",0,2,2,7,3,0,0,0,3,2,0,3,"3011","滋賀"
"2509",25,"〇","荒尾 岳荒尾","PF","23:35",8,4,4,"100.0%",0,0,"-",0,0,"-",2,4,6,2,0,0,0,0,3,0,0,16,"3011","滋賀"
"2510",31,"","ガニ・ラワルラワル","PF/C","27:15",30,10,14,"71.4%",0,0,"-",10,12,"83.3%",4,8,12,1,0,0,1,0,1,9,3,38,"3011","滋賀"
"2511",32,"〇","狩野 祐介狩野","SG","29:20",11,4,11,"36.4%",2,7,"28.6%",1,1,"100.0%",1,1,2,0,0,2,0,0,3,2,0,8,"3011","滋賀"
"2512",35,"〇","伊藤 大司伊藤","PG","17:51",7,2,3,"66.7%",2,3,"66.7%",1,2,"50.0%",0,1,1,4,1,2,0,0,2,1,0,11,"3011","滋賀"
"2513",40,"〇","ディオール・フィッシャーフィッシャー","PF/C","29:55",6,2,11,"18.2%",0,0,"-",2,3,"66.7%",2,10,12,2,0,0,1,2,4,3,0,11,"3011","滋賀"
"2514",45,"","鹿野 洵生鹿野","SF","13:09",6,2,2,"100.0%",0,0,"-",2,2,"100.0%",0,0,0,0,0,0,0,0,2,1,0,6,"3011","滋賀"
"2515",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",3,2,5,0,1,0,0,0,0,0,0,4,"3011","滋賀"
"2516",NA,"","合計","","200:00",80,28,64,"43.8%",6,19,"31.6%",18,22,"81.8%",12,31,43,21,7,6,2,3,22,20,3,105,"3011","滋賀"
"2517",1,"","西 裕太郎西","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3029","滋賀"
"2518",8,"","二ノ宮 康平二ノ宮","PG","18:09",6,3,11,"27.3%",0,6,"0.0%",0,0,"-",0,3,3,3,1,2,0,0,1,0,0,5,"3029","滋賀"
"2519",10,"","紺野 ニズベット 翔紺野","SG/SF","12:39",4,2,5,"40.0%",0,0,"-",0,0,"-",1,2,3,0,0,0,0,1,2,0,0,4,"3029","滋賀"
"2520",22,"","樋口 大倫樋口","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3029","滋賀"
"2521",24,"〇","高橋 耕陽高橋","SG/SF","23:48",8,4,13,"30.8%",0,4,"0.0%",0,0,"-",1,0,1,0,4,3,0,1,1,0,0,-1,"3029","滋賀"
"2522",25,"","荒尾 岳荒尾","PF","15:55",2,1,2,"50.0%",0,0,"-",0,0,"-",0,0,0,1,1,0,0,0,2,0,0,1,"3029","滋賀"
"2523",31,"〇","ガニ・ラワルラワル","PF/C","28:37",14,5,19,"26.3%",0,0,"-",4,7,"57.1%",7,5,12,1,0,1,2,1,4,4,0,13,"3029","滋賀"
"2524",32,"〇","狩野 祐介狩野","SG","27:56",12,5,9,"55.6%",2,5,"40.0%",0,0,"-",3,0,3,3,0,1,0,0,0,0,0,15,"3029","滋賀"
"2525",35,"〇","伊藤 大司伊藤","PG","21:46",0,0,2,"0.0%",0,0,"-",0,0,"-",0,1,1,2,0,1,0,0,3,1,0,2,"3029","滋賀"
"2526",40,"〇","ディオール・フィッシャーフィッシャー","PF/C","35:28",11,4,9,"44.4%",0,0,"-",3,3,"100.0%",4,8,12,7,1,2,0,0,0,3,0,26,"3029","滋賀"
