"","#","S","PLAYER","PO","MIN","PTS","FGM","FGA","FG%","3FGM","3FGA","3FG%","FTM","FTA","FT%","OR","DR","TR","AS","TO","ST","BS","BSR","F","FD","DUNK","EFF","SHEDULEKEY","TEAM"
"1926",31,"","城宝 匡史城宝","SG","24:47",0,0,5,"0.0%",0,3,"0.0%",0,0,"-",1,3,4,0,1,0,0,0,3,1,0,-2,"3018","福岡"
"1927",34,"〇","デクスター・ピットマンピットマン","C","31:46",10,5,9,"55.6%",0,0,"-",0,1,"0.0%",1,3,4,2,5,2,2,0,3,4,0,10,"3018","福岡"
"1928",41,"","加納 誠也加納","SF/PF","02:58",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3018","福岡"
"1929",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,3,4,0,2,0,0,0,0,0,0,2,"3018","福岡"
"1930",NA,"","合計","","200:00",56,24,57,"42.1%",5,18,"27.8%",3,7,"42.9%",9,29,38,11,20,6,5,1,19,14,0,59,"3018","福岡"
"1931",1,"〇","今野 翔太今野","SF","23:02",9,3,7,"42.9%",3,5,"60.0%",0,0,"-",0,1,1,3,1,2,0,0,0,3,0,10,"3019","大阪"
"1932",2,"","長野 誠史長野","PG","00:37",2,1,1,"100.0%",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,2,"3019","大阪"
"1933",3,"","藤高 宗一郎藤高","SF","14:33",2,1,3,"33.3%",0,1,"0.0%",0,0,"-",0,0,0,1,1,1,0,1,2,0,1,1,"3019","大阪"
"1934",10,"〇","ファイ・パプ月瑠パプ月瑠","PF/C","31:25",18,9,12,"75.0%",0,0,"-",0,0,"-",2,4,6,0,0,1,1,0,3,2,1,23,"3019","大阪"
"1935",15,"","根来 新之助根来","SF/PF","18:46",6,2,6,"33.3%",1,4,"25.0%",1,2,"50.0%",1,1,2,1,1,0,0,1,2,2,0,3,"3019","大阪"
"1936",17,"","木下 博之木下","PG/SG","19:19",5,2,4,"50.0%",1,3,"33.3%",0,0,"-",1,1,2,7,3,2,0,0,3,1,0,11,"3019","大阪"
"1937",20,"","合田 怜合田","PG/SG","17:05",17,5,7,"71.4%",5,6,"83.3%",2,2,"100.0%",0,2,2,2,2,1,0,0,1,3,0,18,"3019","大阪"
"1938",25,"","エグゼビア・ギブソンギブソン","PF/C","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3019","大阪"
"1939",27,"〇","熊谷 尚也熊谷","SF/PF","27:36",15,5,10,"50.0%",4,9,"44.4%",1,2,"50.0%",1,2,3,2,0,0,0,0,1,3,1,14,"3019","大阪"
"1940",32,"〇","畠山 俊樹畠山","PG","18:25",2,1,3,"33.3%",0,1,"0.0%",0,1,"0.0%",0,1,1,10,2,1,0,0,3,1,0,9,"3019","大阪"
"1941",55,"〇","ジョシュ・ハレルソンハレルソン","PF/C","29:12",13,5,15,"33.3%",2,5,"40.0%",1,1,"100.0%",3,13,16,3,0,1,3,2,3,1,0,26,"3019","大阪"
"1942",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,1,3,0,1,0,0,0,0,0,0,2,"3019","大阪"
"1943",NA,"","合計","","200:00",89,34,68,"50.0%",16,34,"47.1%",5,8,"62.5%",10,26,36,29,11,9,4,4,18,16,3,119,"3019","大阪"
"1944",0,"","遥 天翼遥","SF","21:18",7,3,3,"100.0%",1,1,"100.0%",0,0,"-",0,0,0,0,1,0,0,0,1,0,0,6,"3019","福岡"
"1945",5,"","山下 泰弘山下","PG","19:28",7,3,7,"42.9%",1,3,"33.3%",0,0,"-",0,0,0,3,0,2,0,0,1,2,0,8,"3019","福岡"
"1946",6,"","小林 大祐小林","SG","16:22",5,1,5,"20.0%",1,2,"50.0%",2,4,"50.0%",0,1,1,0,1,1,0,2,0,2,0,0,"3019","福岡"
"1947",8,"","薦田 拓也薦田","SF","11:27",2,1,1,"100.0%",0,0,"-",0,0,"-",0,2,2,0,0,1,0,0,2,0,0,5,"3019","福岡"
"1948",10,"","波多野 和也波多野","SF/PF","15:33",6,3,7,"42.9%",0,0,"-",0,0,"-",3,4,7,1,0,0,1,0,3,0,0,11,"3019","福岡"
"1949",11,"〇","エリック・ジェイコブセンジェイコブセン","PF/C","04:23",0,0,1,"0.0%",0,0,"-",0,0,"-",0,1,1,0,1,0,0,0,0,0,0,-1,"3019","福岡"
"1950",13,"","津山 尚大津山","PG","09:21",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,1,1,1,0,0,1,0,0,0,"3019","福岡"
"1951",17,"〇","ベンジャミン・ローソンローソン","C","35:53",19,6,12,"50.0%",0,0,"-",7,8,"87.5%",3,5,8,3,3,1,3,0,2,5,3,24,"3019","福岡"
"1952",24,"〇","石谷 聡石谷","PG","17:24",8,4,7,"57.1%",0,0,"-",0,0,"-",0,3,3,4,1,1,0,0,0,1,0,12,"3019","福岡"
"1953",31,"〇","城宝 匡史城宝","SG","22:50",7,3,7,"42.9%",1,3,"33.3%",0,0,"-",1,2,3,6,3,0,0,1,2,2,0,9,"3019","福岡"
"1954",41,"〇","加納 誠也加納","SF/PF","26:01",4,0,7,"0.0%",0,2,"0.0%",4,4,"100.0%",2,4,6,1,2,1,0,1,4,6,0,3,"3019","福岡"
"1955",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,3,0,0,0,0,0,0,0,"3019","福岡"
"1956",NA,"","合計","","200:00",65,24,58,"41.4%",4,12,"33.3%",13,16,"81.3%",10,24,34,19,16,8,4,4,16,18,3,77,"3019","福岡"
"1957",1,"","西 裕太郎西","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3029","滋賀"
"1958",8,"","二ノ宮 康平二ノ宮","PG","18:09",6,3,11,"27.3%",0,6,"0.0%",0,0,"-",0,3,3,3,1,2,0,0,1,0,0,5,"3029","滋賀"
"1959",10,"","紺野 ニズベット 翔紺野","SG/SF","12:39",4,2,5,"40.0%",0,0,"-",0,0,"-",1,2,3,0,0,0,0,1,2,0,0,4,"3029","滋賀"
"1960",22,"","樋口 大倫樋口","PF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3029","滋賀"
"1961",24,"〇","高橋 耕陽高橋","SG/SF","23:48",8,4,13,"30.8%",0,4,"0.0%",0,0,"-",1,0,1,0,4,3,0,1,1,0,0,-1,"3029","滋賀"
"1962",25,"","荒尾 岳荒尾","PF","15:55",2,1,2,"50.0%",0,0,"-",0,0,"-",0,0,0,1,1,0,0,0,2,0,0,1,"3029","滋賀"
"1963",31,"〇","ガニ・ラワルラワル","PF/C","28:37",14,5,19,"26.3%",0,0,"-",4,7,"57.1%",7,5,12,1,0,1,2,1,4,4,0,13,"3029","滋賀"
"1964",32,"〇","狩野 祐介狩野","SG","27:56",12,5,9,"55.6%",2,5,"40.0%",0,0,"-",3,0,3,3,0,1,0,0,0,0,0,15,"3029","滋賀"
"1965",35,"〇","伊藤 大司伊藤","PG","21:46",0,0,2,"0.0%",0,0,"-",0,0,"-",0,1,1,2,0,1,0,0,3,1,0,2,"3029","滋賀"
"1966",40,"〇","ディオール・フィッシャーフィッシャー","PF/C","35:28",11,4,9,"44.4%",0,0,"-",3,3,"100.0%",4,8,12,7,1,2,0,0,0,3,0,26,"3029","滋賀"
"1967",45,"","鹿野 洵生鹿野","SF","15:42",3,1,2,"50.0%",1,1,"100.0%",0,0,"-",0,1,1,1,0,1,0,1,1,0,0,5,"3029","滋賀"
"1968",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,3,5,0,1,0,0,0,0,0,0,4,"3029","滋賀"
"1969",NA,"","合計","","200:00",60,25,72,"34.7%",3,16,"18.8%",7,10,"70.0%",18,23,41,18,8,11,2,4,14,8,0,74,"3029","滋賀"
"1970",1,"〇","今野 翔太今野","SF","20:41",3,1,4,"25.0%",1,4,"25.0%",0,0,"-",0,1,1,1,0,1,0,0,0,0,0,3,"3029","大阪"
"1971",2,"","長野 誠史長野","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3029","大阪"
"1972",3,"","藤高 宗一郎藤高","SF","17:18",2,1,2,"50.0%",0,0,"-",0,0,"-",0,0,0,1,2,0,1,0,0,0,0,1,"3029","大阪"
"1973",10,"〇","ファイ・パプ月瑠パプ月瑠","PF/C","34:34",16,6,7,"85.7%",0,0,"-",4,8,"50.0%",5,10,15,3,0,2,0,1,3,6,0,31,"3029","大阪"
"1974",15,"","根来 新之助根来","SF/PF","06:08",3,1,1,"100.0%",1,1,"100.0%",0,0,"-",0,1,1,0,0,0,0,0,0,1,0,4,"3029","大阪"
"1975",17,"","木下 博之木下","PG/SG","16:20",9,3,7,"42.9%",1,1,"100.0%",2,2,"100.0%",1,0,1,3,2,0,1,0,2,2,0,8,"3029","大阪"
"1976",20,"","合田 怜合田","PG/SG","22:14",5,2,5,"40.0%",1,2,"50.0%",0,0,"-",0,4,4,3,0,0,0,0,0,0,0,9,"3029","大阪"
"1977",22,"","ジャマール・ソープソープ","SF/PF","03:40",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,0,0,0,0,0,0,0,0,0,"3029","大阪"
"1978",27,"〇","熊谷 尚也熊谷","SF/PF","20:05",2,1,7,"14.3%",0,2,"0.0%",0,0,"-",1,0,1,2,3,0,1,0,0,2,0,-3,"3029","大阪"
"1979",32,"〇","畠山 俊樹畠山","PG","23:22",7,3,7,"42.9%",1,3,"33.3%",0,0,"-",0,0,0,7,5,0,0,0,2,0,0,5,"3029","大阪"
"1980",55,"〇","ジョシュ・ハレルソンハレルソン","PF/C","35:38",17,7,15,"46.7%",2,5,"40.0%",1,2,"50.0%",2,8,10,0,0,2,1,1,1,3,0,21,"3029","大阪"
"1981",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",0,4,4,0,1,0,0,0,0,0,0,3,"3029","大阪"
"1982",NA,"","合計","","200:00",64,25,56,"44.6%",7,19,"36.8%",7,12,"58.3%",9,29,38,20,13,5,4,2,8,14,0,82,"3029","大阪"
"1983",2,"〇","ロバート・ドジャードジャー","PF","36:16",17,7,17,"41.2%",3,6,"50.0%",0,0,"-",2,9,11,2,2,2,1,1,3,1,1,21,"2996","三遠"
"1984",4,"〇","寺園 脩斗寺園","PG","29:27",5,1,10,"10.0%",1,4,"25.0%",2,4,"50.0%",0,1,1,5,0,1,0,1,2,3,0,1,"2996","三遠"
"1985",5,"","川嶋 勇人川嶋","SG","28:46",7,3,9,"33.3%",1,5,"20.0%",0,0,"-",0,3,3,5,1,2,0,1,1,3,0,10,"2996","三遠"
"1986",6,"〇","長谷川 智伸長谷川","SG/SF","17:43",12,5,7,"71.4%",2,3,"66.7%",0,0,"-",2,1,3,1,0,1,0,0,0,0,0,15,"2996","三遠"
"1987",8,"","太田 敦也太田","C","13:07",7,2,2,"100.0%",0,0,"-",3,4,"75.0%",2,2,4,1,0,2,0,0,4,3,0,13,"2996","三遠"
"1988",11,"〇","岡田 慎吾岡田","SG","25:56",4,2,4,"50.0%",0,1,"0.0%",0,0,"-",0,1,1,5,1,0,0,0,1,1,0,7,"2996","三遠"
"1989",12,"","ダシルバ　ヒサシダシルバ","SG","01:18",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,-1,"2996","三遠"
"1990",21,"","菅野 翔太菅野","SF","02:19",1,0,0,"-",0,0,"-",1,2,"50.0%",0,0,0,0,0,0,0,0,0,1,0,0,"2996","三遠"
"1991",45,"〇","ウィリアム・マクドナルドマクドナルド","C","28:18",19,8,17,"47.1%",1,1,"100.0%",2,2,"100.0%",4,7,11,1,2,2,0,2,3,3,0,22,"2996","三遠"
"1992",73,"","田渡 修人田渡","SG","16:50",5,2,2,"100.0%",1,1,"100.0%",0,0,"-",0,1,1,3,2,1,0,0,1,0,0,8,"2996","三遠"
"1993",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",4,1,5,0,0,0,0,0,0,0,0,5,"2996","三遠"
"1994",NA,"","合計","","200:00",77,30,69,"43.5%",9,22,"40.9%",8,12,"66.7%",14,26,40,23,8,11,1,5,15,15,1,101,"2996","三遠"
"1995",3,"〇","伊藤 達哉伊藤","PG","29:51",16,7,15,"46.7%",2,3,"66.7%",0,0,"-",1,3,4,3,3,0,0,1,1,0,0,12,"2996","京都"
"1996",7,"〇","晴山 ケビン晴山","SF","32:02",5,2,5,"40.0%",0,1,"0.0%",1,3,"33.3%",3,4,7,1,0,2,0,0,2,3,0,10,"2996","京都"
"1997",9,"","綿貫　瞬綿貫","PG","11:30",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,1,2,0,0,0,0,0,0,-1,"2996","京都"
"1998",12,"〇","岡田　優介岡田","SG","32:03",6,2,3,"66.7%",2,3,"66.7%",0,0,"-",0,1,1,0,0,0,0,0,1,3,0,6,"2996","京都"
"1999",13,"","近 忍近","SF","01:56",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2996","京都"
"2000",20,"","岸田 篤生岸田","PG","01:56",2,1,1,"100.0%",0,0,"-",0,0,"-",0,0,0,0,1,0,0,0,2,0,0,1,"2996","京都"
"2001",32,"〇","ジュリアン・マブンガマブンガ","PF","36:27",16,4,14,"28.6%",0,4,"0.0%",8,8,"100.0%",0,5,5,4,4,1,2,0,3,7,1,14,"2996","京都"
"2002",33,"","内海 慎吾内海","SG","14:15",3,1,1,"100.0%",1,1,"100.0%",0,0,"-",0,1,1,0,0,0,0,0,3,0,0,4,"2996","京都"
"2003",45,"","頓宮 裕人頓宮","PF/C","03:22",0,0,0,"-",0,0,"-",0,0,"-",0,1,1,0,0,0,0,0,0,1,0,1,"2996","京都"
"2004",50,"〇","デイヴィッド・サイモンサイモン","C","36:38",16,8,16,"50.0%",0,1,"0.0%",0,0,"-",0,7,7,2,4,1,3,0,3,1,0,17,"2996","京都"
"2005",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,2,3,0,1,0,0,0,0,0,0,2,"2996","京都"
"2006",NA,"","合計","","200:00",64,25,56,"44.6%",5,14,"35.7%",9,11,"81.8%",5,25,30,11,15,4,5,1,15,15,1,66,"2996","京都"
"2007",2,"〇","ロバート・ドジャードジャー","PF","28:45",11,4,11,"36.4%",1,4,"25.0%",2,2,"100.0%",1,8,9,2,2,0,1,0,5,2,0,14,"2997","三遠"
"2008",4,"〇","寺園 脩斗寺園","PG","19:42",10,3,5,"60.0%",2,3,"66.7%",2,2,"100.0%",0,3,3,2,1,0,0,0,1,2,0,12,"2997","三遠"
"2009",5,"","川嶋 勇人川嶋","SG","24:58",16,7,10,"70.0%",1,1,"100.0%",1,2,"50.0%",0,0,0,3,1,1,0,1,4,1,0,15,"2997","三遠"
"2010",6,"〇","長谷川 智伸長谷川","SG/SF","17:25",12,6,7,"85.7%",0,1,"0.0%",0,1,"0.0%",1,4,5,0,3,0,0,0,3,3,0,12,"2997","三遠"
"2011",8,"","太田 敦也太田","C","21:33",4,2,5,"40.0%",0,0,"-",0,0,"-",1,2,3,2,1,0,0,1,0,2,0,5,"2997","三遠"
"2012",11,"〇","岡田 慎吾岡田","SG","30:58",0,0,2,"0.0%",0,1,"0.0%",0,0,"-",0,1,1,4,2,0,0,0,0,0,0,1,"2997","三遠"
"2013",12,"","ダシルバ　ヒサシダシルバ","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2997","三遠"
"2014",21,"","菅野 翔太菅野","SF","01:25",3,1,1,"100.0%",1,1,"100.0%",0,0,"-",0,1,1,0,0,0,0,0,1,1,0,4,"2997","三遠"
"2015",45,"〇","ウィリアム・マクドナルドマクドナルド","C","28:17",20,9,16,"56.3%",0,0,"-",2,2,"100.0%",5,4,9,3,3,1,0,2,5,2,0,23,"2997","三遠"
"2016",73,"","田渡 修人田渡","SG","26:57",12,5,8,"62.5%",2,4,"50.0%",0,0,"-",0,0,0,3,1,2,0,0,5,0,0,13,"2997","三遠"
"2017",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,2,4,0,0,0,0,0,0,0,0,4,"2997","三遠"
"2018",NA,"","合計","","200:00",88,37,65,"56.9%",7,15,"46.7%",7,9,"77.8%",10,25,35,19,14,4,1,4,24,13,0,103,"2997","三遠"
"2019",3,"〇","伊藤 達哉伊藤","PG","30:32",23,9,15,"60.0%",4,5,"80.0%",1,3,"33.3%",0,0,0,5,0,2,0,1,2,3,0,22,"2997","京都"
"2020",7,"〇","晴山 ケビン晴山","SF","30:03",10,3,7,"42.9%",2,5,"40.0%",2,2,"100.0%",2,2,4,2,1,1,0,0,2,2,0,12,"2997","京都"
"2021",9,"","綿貫　瞬綿貫","PG","15:32",12,4,5,"80.0%",0,0,"-",4,4,"100.0%",0,0,0,1,0,0,0,0,1,2,0,12,"2997","京都"
"2022",12,"〇","岡田　優介岡田","SG","25:55",4,0,0,"-",0,0,"-",4,5,"80.0%",0,1,1,1,0,0,0,0,1,3,0,5,"2997","京都"
"2023",13,"","近 忍近","SF","00:04",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"2997","京都"
"2024",20,"","岸田 篤生岸田","PG","04:29",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",0,0,0,2,0,0,0,0,0,0,0,1,"2997","京都"
"2025",32,"〇","ジュリアン・マブンガマブンガ","PF","37:43",19,5,14,"35.7%",3,8,"37.5%",6,11,"54.5%",1,11,12,5,3,2,2,0,2,11,0,23,"2997","京都"
"2026",33,"","内海 慎吾内海","SG","15:42",0,0,0,"-",0,0,"-",0,0,"-",0,2,2,0,1,0,0,0,2,0,0,1,"2997","京都"
"2027",45,"","頓宮 裕人頓宮","PF/C","04:23",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,0,0,0,"2997","京都"
"2028",50,"〇","デイヴィッド・サイモンサイモン","C","35:37",25,11,17,"64.7%",0,2,"0.0%",3,3,"100.0%",2,1,3,2,1,2,2,0,2,3,1,27,"2997","京都"
"2029",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,3,4,0,2,0,0,0,0,0,0,2,"2997","京都"
"2030",NA,"","合計","","200:00",93,32,59,"54.2%",9,21,"42.9%",20,28,"71.4%",6,20,26,18,8,7,4,1,13,24,1,105,"2997","京都"
"2031",3,"〇","伊藤 達哉伊藤","PG","26:57",6,3,11,"27.3%",0,3,"0.0%",0,0,"-",0,6,6,6,2,1,0,0,0,2,0,9,"3016","京都"
"2032",7,"〇","晴山 ケビン晴山","SF","31:14",15,5,12,"41.7%",5,10,"50.0%",0,0,"-",1,1,2,1,1,1,0,1,2,1,0,11,"3016","京都"
"2033",9,"","綿貫　瞬綿貫","PG","20:27",16,6,8,"75.0%",3,3,"100.0%",1,1,"100.0%",2,1,3,0,1,0,0,1,3,1,0,16,"3016","京都"
"2034",12,"〇","岡田　優介岡田","SG","26:03",12,4,8,"50.0%",3,6,"50.0%",1,2,"50.0%",0,1,1,0,0,0,1,0,2,2,0,9,"3016","京都"
"2035",13,"","近 忍近","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","京都"
"2036",20,"","岸田 篤生岸田","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","京都"
"2037",32,"〇","ジュリアン・マブンガマブンガ","PF","38:58",15,6,10,"60.0%",0,4,"0.0%",3,3,"100.0%",1,10,11,14,6,0,0,0,3,7,0,30,"3016","京都"
"2038",33,"","内海 慎吾内海","SG","17:46",0,0,6,"0.0%",0,6,"0.0%",0,0,"-",0,1,1,0,0,1,0,0,0,0,0,-4,"3016","京都"
"2039",45,"","頓宮 裕人頓宮","PF/C","01:25",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","京都"
"2040",50,"〇","デイヴィッド・サイモンサイモン","C","37:10",20,9,12,"75.0%",0,1,"0.0%",2,4,"50.0%",2,5,7,3,1,1,4,0,2,4,3,29,"3016","京都"
"2041",91,"","片岡 大晴片岡","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","京都"
"2042",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",2,0,2,0,0,0,0,0,0,0,0,2,"3016","京都"
"2043",NA,"","合計","","200:00",84,33,67,"49.3%",11,33,"33.3%",7,10,"70.0%",8,25,33,24,11,4,5,2,12,17,3,102,"3016","京都"
"2044",0,"〇","細谷 将司細谷","PG","22:40",7,3,5,"60.0%",1,3,"33.3%",0,0,"-",0,0,0,3,3,0,0,0,0,0,0,5,"3016","横浜"
"2045",1,"〇","川村 卓也川村","SG","31:50",15,6,14,"42.9%",3,8,"37.5%",0,0,"-",0,1,1,5,1,0,0,1,5,2,0,12,"3016","横浜"
"2046",2,"〇","高島 一貴高島","SG","05:18",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",1,0,1,2,0,0,0,0,0,0,0,2,"3016","横浜"
"2047",5,"","湊谷 安玲久司朱湊谷","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","横浜"
"2048",7,"","橋本 尚明橋本","SG","10:32",0,0,2,"0.0%",0,2,"0.0%",0,0,"-",0,1,1,0,1,0,0,0,1,0,0,-2,"3016","横浜"
"2049",8,"〇","アマンゼ・エゲケゼエゲケゼ","SF","30:02",18,7,14,"50.0%",2,5,"40.0%",2,2,"100.0%",2,4,6,1,1,1,1,1,3,1,1,19,"3016","横浜"
"2050",10,"","ハンター・コートコート","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3016","横浜"
"2051",21,"","田渡 凌田渡","PG","24:28",12,5,9,"55.6%",2,3,"66.7%",0,0,"-",2,6,8,4,0,0,0,0,0,1,0,20,"3016","横浜"
"2052",25,"","竹田 謙竹田","SG","07:51",0,0,1,"0.0%",0,1,"0.0%",0,0,"-",2,1,3,2,0,1,0,0,1,1,0,5,"3016","横浜"
"2053",32,"","エドワード・モリスモリス","PF","35:51",14,6,8,"75.0%",1,1,"100.0%",1,3,"33.3%",1,10,11,2,1,4,0,0,2,3,1,26,"3016","横浜"
"2054",36,"〇","チャールズ・ガルシアガルシア","PF","28:31",14,6,13,"46.2%",0,0,"-",2,6,"33.3%",2,3,5,3,3,2,0,3,3,4,1,10,"3016","横浜"
"2055",81,"","小原 翼小原","PF","02:57",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,1,0,1,0,2,0,0,0,"3016","横浜"
"2056",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,1,2,0,0,0,0,0,0,0,0,2,"3016","横浜"
"2057",NA,"","合計","","200:00",80,33,67,"49.3%",9,24,"37.5%",5,11,"45.5%",11,27,38,22,11,8,2,5,17,12,3,99,"3016","横浜"
"2058",3,"〇","伊藤 達哉伊藤","PG","23:09",4,2,3,"66.7%",0,0,"-",0,0,"-",0,1,1,2,4,1,0,0,1,2,0,3,"3017","京都"
"2059",7,"〇","晴山 ケビン晴山","SF","15:33",8,3,4,"75.0%",2,3,"66.7%",0,0,"-",0,1,1,0,0,0,0,0,4,0,0,8,"3017","京都"
"2060",9,"","綿貫　瞬綿貫","PG","16:52",7,2,4,"50.0%",1,3,"33.3%",2,2,"100.0%",0,2,2,2,2,2,0,0,2,2,0,9,"3017","京都"
"2061",12,"〇","岡田　優介岡田","SG","34:20",11,3,9,"33.3%",3,9,"33.3%",2,2,"100.0%",0,1,1,5,1,0,0,0,2,1,0,10,"3017","京都"
"2062",13,"","近 忍近","SF","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","京都"
"2063",20,"","岸田 篤生岸田","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","京都"
"2064",32,"〇","ジュリアン・マブンガマブンガ","PF","38:35",19,6,15,"40.0%",4,8,"50.0%",3,4,"75.0%",2,6,8,16,1,1,2,2,1,6,0,35,"3017","京都"
"2065",33,"","内海 慎吾内海","SG","29:00",6,2,7,"28.6%",1,5,"20.0%",1,1,"100.0%",0,3,3,1,0,1,0,0,3,0,0,6,"3017","京都"
"2066",45,"","頓宮 裕人頓宮","PF/C","04:40",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","京都"
"2067",50,"〇","デイヴィッド・サイモンサイモン","C","37:51",32,14,16,"87.5%",0,0,"-",4,5,"80.0%",2,7,9,1,2,1,1,0,2,6,4,39,"3017","京都"
"2068",91,"","片岡 大晴片岡","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","京都"
"2069",NA,"","TEAM / COACHES","","",0,0,0,"-",0,0,"-",0,0,"-",1,4,5,0,1,0,0,0,0,0,0,4,"3017","京都"
"2070",NA,"","合計","","200:00",87,32,58,"55.2%",11,28,"39.3%",12,14,"85.7%",5,25,30,27,11,6,3,2,15,17,4,114,"3017","京都"
"2071",0,"","細谷 将司細谷","PG","14:23",8,3,8,"37.5%",2,6,"33.3%",0,0,"-",1,0,1,0,1,1,0,0,1,1,0,4,"3017","横浜"
"2072",1,"〇","川村 卓也川村","SG","31:13",23,8,15,"53.3%",6,9,"66.7%",1,1,"100.0%",0,5,5,8,1,1,0,0,2,4,0,29,"3017","横浜"
"2073",2,"","高島 一貴高島","SG","05:41",2,1,1,"100.0%",0,0,"-",0,0,"-",1,0,1,1,0,0,0,0,0,0,0,4,"3017","横浜"
"2074",5,"","湊谷 安玲久司朱湊谷","SG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","横浜"
"2075",7,"","橋本 尚明橋本","SG","15:31",2,1,7,"14.3%",0,5,"0.0%",0,0,"-",0,1,1,2,1,0,0,0,2,0,0,-2,"3017","横浜"
"2076",8,"〇","アマンゼ・エゲケゼエゲケゼ","SF","38:37",17,6,12,"50.0%",2,4,"50.0%",3,4,"75.0%",6,4,10,1,3,0,0,1,2,5,1,18,"3017","横浜"
"2077",10,"","ハンター・コートコート","PG","00:00",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,0,0,0,0,"3017","横浜"
"2078",21,"〇","田渡 凌田渡","PG","27:02",12,6,11,"54.5%",0,3,"0.0%",0,0,"-",0,1,1,4,0,2,0,0,0,2,0,14,"3017","横浜"
"2079",25,"","竹田 謙竹田","SG","02:42",0,0,0,"-",0,0,"-",0,0,"-",0,0,0,0,0,0,0,0,1,1,0,0,"3017","横浜"
"2080",32,"〇","エドワード・モリスモリス","PF","35:00",2,1,4,"25.0%",0,1,"0.0%",0,0,"-",3,5,8,0,1,0,2,0,3,0,0,8,"3017","横浜"
"2081",36,"〇","チャールズ・ガルシアガルシア","PF","21:59",15,6,14,"42.9%",0,0,"-",3,3,"100.0%",2,2,4,4,1,1,0,2,5,2,2,15,"3017","横浜"
"2082",81,"","小原 翼小原","PF","07:52",0,0,0,"-",0,0,"-",0,0,"-",0,3,3,0,1,0,0,0,2,0,0,2,"3017","横浜"
